fa_jahr;gnr;gname;mwb_bj3_bj5;mStf;ordSt;nachSt;persSt;grstSt;handSt;erbSt;motfSt;konz;nve_mit;korr;rp_total;rp_pEinw;ri;MA;fehlRess;hFA_absch;bs_ra_proz;bs_ra_fr;ra
2021;1069;Weggis;4378.1666667;1.5119163737;24339771.773;205468.01667;62816.666667;1399256.1333;691221.5;141068.16667;129132.33333;153064.475;76771.11;0;27198570.175;6212.3195039;181.76445678;86.4;0;2787402;0;0;0
2021;1081;Beromünster;6502.5;1.95;14489154.838;49779.733333;87310;387361.85;337133.26667;139419.2;199334.66667;162599.23167;363755.27333;0;16215848.06;2493.7867067;72.964982849;86.4;2985819;0;1.67;370703;3356522
2021;1082;Büron;2418.3333333;2.32982557;5270768.2657;18002.3;32433.333333;199287.7;284729.35;22449.866667;55417.333333;62450.7;168295.37;0;6113834.219;2528.1189052;73.9694987;86.4;1027424;0;0;0;1027424
2021;1083;Buttisholz;3269.6666667;2.1315546279;7162094.1349;77853.833333;42650;164052.36667;80874.05;28009.65;92681.666667;99286.858333;409052.56;0;8156555.1199;2494.6136568;72.989178344;86.4;1498662;0;0;0;1498662
2021;1084;Eich;1648.3333333;1.4681613479;7157699.9563;5346.7833333;25426.666667;472916.7;126631.7;2890;48622.666667;41939.841667;14404.286667;0;7895878.6013;4790.2195761;140.15564694;86.4;0;626177;0;0;0
2021;1085;Geuensee;2903.1666667;2.3;6559910.7491;21547.133333;37091.666667;283701.88333;237960.56667;8463.2333333;67031.333333;53033.833333;0;1052.825;7269793.2241;2504.0908976;73.266470186;86.4;1303162;0;0;0;1303162
2021;1086;Grosswangen;3205.1666667;2.0141148792;6629951.8182;14648.183333;42945;232766.05;126871.63333;70347.883333;95891.333333;78167.636667;117250.21;0;7408839.7482;2311.5302631;67.632394363;86.4;2055911;0;0;0;2055911
2021;1088;Hildisrieden;2241.6666667;1.781104293;6971958.8126;11660.9;31375;284902.55;224665.25;26517.116667;54632;44214.491667;20740.253333;0;7670666.3742;3421.8586056;100.1191697;86.4;0;297722;0;0;0
2021;1089;Knutwil;2173.6666667;2.15;5586486.6416;10580.633333;29941.666667;324833.55;162811.61667;38263.266667;58886.333333;48843.758333;42319.946667;0;6302967.4133;2899.693642;84.841296288;86.4;115798;0;0;0;115798
2021;1091;Mauensee;1431.3333333;2.1;5352556.4386;12662.433333;21333.333333;110777.46667;116254.13333;0;39359;31124.15;0;379.66666667;5684446.6219;3971.4345286;116.19905242;86.4;0;332133;0;0;0
2021;1093;Neuenkirch;6972.1666667;1.9823062653;16498954.843;59966.566667;97291.666667;676227.53333;491855.93333;67038.133333;178357.33333;145999.45;182773.7;0;18398465.16;2638.844715;77.209193094;86.4;2190111;0;0;0;2190111
2021;1094;Nottwil;3770.5;1.997093463;9701345.9539;24433.983333;51433.333333;313921.66667;230238.56667;105663.41667;97371;83046.866667;0;0;10607454.787;2813.2753712;82.312809136;86.4;526707;0;0;0;526707
2021;1095;Oberkirch;4608.8333333;1.65;14357818.608;32177.05;65616.666667;599535.13333;468851.46667;14735.133333;105703;97450.583333;0;0;15741887.641;3415.5905633;99.935774863;86.4;0;606896;0;0;0
2021;1097;Rickenbach;3260.6666667;2.25;7329808.5163;24298.083333;43550;364569.21667;182031.78333;114416.2;83199.333333;90775.623333;31645.05;0;8264293.8063;2534.5411387;74.157404971;86.4;1364347;0;1.5;166966;1531313
2021;1098;Ruswil;6889.8333333;2.1312710377;15422015.317;80664.683333;95058.333333;542838.08333;492122.88333;29622.883333;212631.33333;155881.43833;433243.85;4654.6666667;17468733.472;2535.436291;74.183595971;86.4;2876716;0;0;0;2876716
2021;1099;Schenkon;2840.3333333;1.2336186952;13514829.032;51387.233333;41750;694474.36667;289722.58333;334981.96667;67758.333333;65594.266667;337540.16667;0;15398037.949;5421.208056;158.61755609;86.4;0;1402603;0;0;0
2021;1100;Schlierbach;857.83333333;1.75;1811640.4003;2358.9166667;11291.666667;-43184.43333;70242.283333;10134.916667;28713.666667;17722.95;0;1735.925;1910656.292;2227.3047896;65.168065632;86.4;622497;0;0;0;622497
2021;1102;Sempach;4132.6666667;2.0159803263;14375119.773;102958.91667;56633.333333;492287.8;207760.58333;46162.766667;100997.66667;97821.983333;0;0;15479742.823;3745.7032158;109.59444533;86.4;0;790522;0;0;0
2021;1103;Sursee;9747.8333333;1.85;32372355.591;87285.316667;147375;1669641.5167;1139511;212430.01667;197379.33333;308470.91667;1335640.9533;0;37470089.644;3843.9403263;112.46873649;86.4;0;1677967;0;0;0
2021;1104;Triengen;4606.8333333;1.7154923982;11330257.232;67020.016667;61950;343688.2;209115.46667;106817.65333;127236;147942.30833;553092.33;0;12947119.207;2810.4162382;82.229154592;86.4;656707;0;1.73;273103;929810
2021;1107;Wolhusen;4334.5;2.4;9096650.6649;39518.05;56650;259091.25;205015.91667;37720.883333;109065.33333;87630.986667;162198.17;0;10053541.255;2319.4235217;67.863340931;86.4;2746093;0;0;0;2746093
2021;1121;Alberswil;654;2.15;1316640.9472;3797.2833333;9458.3333333;14942.2;23247.783333;0;18851;24797.741667;13856.836667;0;1425592.1256;2179.8044734;63.77826764;86.4;505648;0;0;0;505648
2021;1122;Altbüron;1011.1666667;2.3638779828;2502820.4124;5041.3333333;13916.666667;30390.85;19504.083333;2912.7;31255;22939.633333;0;0;2628780.679;2599.7501359;76.065336128;86.4;357161;0;0;0;357161
2021;1123;Altishofen;1952.1666667;1.8629901259;5716142.8895;37810.166667;25593.333333;50242.816667;46942.566667;1526.3666667;63096.333333;71305.275;246957.16667;0;6259616.9145;3206.4971815;93.817972175;86.4;0;148942;0;376510;376510
2021;1125;Dagmersellen;5341.6666667;1.95;14198594.588;71573.583333;75650;528290.31667;401694.63333;209718.43333;144040;203963.5;448842.47833;0;16282367.533;3048.1811295;89.18584867;86.4;0;153056;0;0;0
2021;1127;Egolzwil;1453.5;2.0335296098;3919253.1037;169.43333333;21475;283130.18333;117165.8;22276.383333;35129.333333;33375.191667;3459.56;0;4435433.9887;3051.5541718;89.284539538;86.4;0;43123;0;0;0
2021;1128;Ettiswil;2702.3333333;2.15;5229089.9953;3246.4;36925;108352.08333;112342.68333;20994.783333;73879.333333;54030.696667;19783.866667;0;5658644.842;2093.9847695;61.267293783;86.4;2321256;0;0;0;2321256
2021;1129;Fischbach;707.83333333;2.4;1213107.9368;0;9858.3333333;40631.883333;52878.4;10683.716667;27960.333333;14161.331667;55700.32;0;1424982.2552;2013.160709;58.902486011;86.4;665226;0;0;0;665226
2021;1131;Grossdietwil;848.5;2.3306275228;1746978.4278;144.55;11950;56404.016667;38955.216667;9554.7166667;34152.666667;26254.85;3141.23;0;1927535.6744;2271.6979074;66.466951006;86.4;578057;0;0;0;578057
2021;1132;Hergiswil;1899.3333333;2.2;2711009.1771;8792.7666667;25366.666667;43157.016667;40999.266667;38507.116667;91460.333333;37122.258333;73508.983333;0;3069923.5854;1616.316384;47.291332865;86.4;2538745;0;0;0;2538745
2021;1135;Luthern;1286;2.4;1574024.7849;1299.55;17158.333333;54393.533333;23845.833333;7057.9666667;90995.666667;24810.45;1438.4866667;0;1795024.6049;1395.820066;40.839894969;86.4;2002491;0;0;0;2002491
2021;1136;Menznau;2893.5;2.4876295777;5739909.83;49292.516667;39183.333333;149914.33333;139394.31667;19858.733333;109361.33333;153112.69833;0;0;6400027.095;2211.86352;64.716273997;86.4;2144382;0;0;0;2144382
2021;1137;Nebikon;2615;1.9;6893921.3205;233397.16667;33941.666667;210125.81667;104986.85;243840.75;56826.666667;72266.691667;21775.033333;0;7871081.9622;3009.9739817;88.067956801;86.4;0;44861;0;0;0
2021;1139;Pfaffnau;2641.5;1.966082953;6039367.0447;7060.6;37741.666667;237835.85;194193.75;14884.433333;80676.666667;68422.26;80272.646667;0;6760454.9181;2559.3242166;74.882525866;86.4;1039807;0;0;0;1039807
2021;1140;Reiden;7033.3333333;2.3;15896817.983;156154.75;96600;741287.58333;425712.53333;36271.616667;183233;163850.38;0;0;17699927.846;2516.5774189;73.631809697;86.4;3069272;0;0;0;3069272
2021;1142;Roggliswil;684.66666667;2.2668315987;1369832.2378;0;10150;68202.033333;44709.4;6844.75;23885;15396.058333;38136.393333;0;1577155.8728;2303.5382758;67.398559122;86.4;444642;0;0;0;444642
2021;1143;Schötz;4325.8333333;2.2662433708;8788204.9215;94875.816667;58416.666667;315014.26667;250178.73333;58919;109159.66667;89769.991667;301509.48333;0;10066048.547;2326.9617137;68.083898706;86.4;2707994;0;0.18;26170;2734164
2021;1145;Ufhusen;897;2.4;1404454.3773;0;12550;56348.083333;30803.366667;1530.5666667;38652.333333;4296.4416667;86470.24;0;1635105.409;1822.8599877;53.334532335;86.4;1013706;0;0;0;1013706
2021;1146;Wauwil;2139.8333333;2.15;4858368.553;12670.35;29641.666667;258094.43333;265048.33333;67564.633333;45135;37605.541667;0;0;5574128.5113;2604.9358258;76.217062729;86.4;744728;0;0;0;744728
2021;1147;Wikon;1511.3333333;2.2525720598;3460807.8271;10455.633333;20617.133333;200953.16667;74662.7;14591.983333;43550.333333;46542.111667;126651.00667;0;3998831.8954;2645.8967107;77.415525393;86.4;464085;0;0;0;464085
2021;1151;Willisau;8918.8333333;2.2189442098;19819113.267;46192.566667;122058.33333;690387.31667;360193.41667;104666.28333;254869.33333;243660.78333;742049.74333;0;22383191.044;2509.6545935;73.429256754;86.4;3953828;0;0;0;3953828
2021;1150;Zell;2015.5;2.0651630052;4402193.8392;2638.3833333;27908.333333;401753.35;173573.5;19146.716667;63380;81888.116667;0;0;5172482.2392;2566.3518924;75.088146599;86.4;779222;0;0;0;779222
2022;1001;Doppleschwand;782;2.4;1148756.7573;0;10375;65635.116667;32789.566667;15681.833333;27683.666667;16104.875;63956.24;0;1380983.0556;1765.9629868;50.651448068;86.4;974664;0;0;0;974664
2022;1002;Entlebuch;3307.5;2.2;6141340.1565;36769.616667;45975;271766.81667;86059.983333;34599.616667;167484.33333;82331.625;175847.08;-5057.7;7037116.5282;2127.6240448;61.024630539;86.4;2926186;0;0;0;2926186
2022;1010;Escholzmatt-Marbach;4351.5;2.1164393365;7371483.8116;135043.55;61150;209012.8;143620.85;74130;275984.33333;137497.18333;145717.00667;-8959.075;8544680.46;1963.6172492;56.320578557;86.4;4563501;0;1.37;207092;4770593
2022;1004;Flühli;1950;2.1012663245;3176961.2227;21803.716667;23908.333333;229665.18333;142657.83333;7646.0333333;231480.66667;94693.9;249193.94333;0;4178010.8327;2142.5696578;61.453301438;86.4;1696045;0;0;0;1696045
2022;1005;Hasle;1745.6666667;2.4;2678789.6465;7169.8;24966.666667;86676.8;57290.483333;39168.733333;106544.66667;47295.291667;62567.086667;0;3110469.1749;1781.8230904;51.106348439;86.4;2148066;0;0;0;2148066
2022;1007;Romoos;666.33333333;2.2;763930.93508;1483.3666667;9041.6666667;36612.366667;13573.233333;819.26666667;80001;22708.675;52740.76;0;980911.27008;1472.1029566;42.222938429;86.4;1026309;0;0;0;1026309
2022;1008;Schüpfheim;4199;2.2488856826;7640692.7219;25978.8;58350;209216.5;236984.65;67125.9;151271;101280.34167;206675.85;0;8697575.7636;2071.3445496;59.410418944;86.4;3951225;0;0;0;3951225
2022;1009;Werthenstein;2115.6666667;2.3504162631;4435420.3734;2885.75;28625;199069.36667;94348.516667;18572.783333;69327;73260.925;105053.41667;-1398.975;5025164.1567;2375.2154514;68.126060959;86.4;1347936;0;0;0;1347936
2022;1107;Wolhusen;4339.5;2.4;9309696.9258;47191.516667;56350;278543.8;226105.28333;57618.333333;111217.33333;83869.666667;107355.82667;0;10277948.686;2368.4638059;67.932409889;86.4;2794085;0;0;0;2794085
2022;1021;Aesch;1217;1.9649183194;3813368.9596;9985.8;18658.333333;152300.41667;109317.33333;381.88333333;33511.666667;30220.46;97281.913333;-419.175;4264607.5912;3504.1968704;100.50756847;86.4;0;167157;0;0;0
2022;1023;Ballwil;2767.3333333;1.6;6981514.2743;4446.6833333;38266.666667;193920.06667;97388.55;17942;70589.666667;61353.948333;985638.48;-588.8;8450471.536;3053.6514825;87.58500073;86.4;0;34505;0;0;0
2022;1024;Emmen;30748.833333;2.18428677;66039538.23;450649.81667;422516.66667;2218669.9833;1342726.35;593772.65;637639;692463.28333;0;418764;72816739.98;2368.1139115;67.922374199;86.4;19809091;0;0;0;19809091
2022;1025;Ermensee;982;2.2;2275553.8184;1975.7;13350;159002.03333;84128.05;7757.5166667;29144.666667;20249.15;0;0;2591160.9351;2638.6567567;75.68209905;86.4;366953;0;0;0;366953
2022;1026;Eschenbach;3609.1666667;1.5;10521991.759;267624.03333;51500;396503.31667;233766.88333;41739.533333;95367.333333;74443.161667;1999027.52;-1009.7;13680953.841;3790.6129321;108.72256979;86.4;0;682907;0;0;0
2022;1030;Hitzkirch;5707.1666667;2.0888326177;14764519.945;112407.96667;77225;398203.41667;420711.71667;69581.166667;167116.66667;142273.12;0;0;16152038.998;2830.1326983;81.174022597;86.4;1039867;0;1.02;202481;1242348
2022;1031;Hochdorf;9842.3333333;2.1;23307971.245;59120.5;135691.66667;939049.25;567813.23333;338799.96667;212348;162571.24833;163243.93667;0;25886609.047;2630.1292763;75.437513383;86.4;3761810;0;0;0;3761810
2022;1032;Hohenrain;2452;2.25;5722110.6537;10088.1;32558.333333;35132.183333;45062.4;11369.666667;91305.666667;55058.03;0;-2187.3;6000497.7337;2447.1850464;70.190296863;86.4;1385751;0;0;0;1385751
2022;1033;Inwil;2570.6666667;1.9;6896936.5358;87553.266667;34425;475242.55;200819.76667;551.26666667;67916.666667;74489.186667;37843.1;823.975;7876601.3141;3064.0305942;87.882694984;86.4;0;40105;0;0;0
2022;1037;Rain;2774;1.9;7655144.2959;16792;36583.333333;149579.18333;146221.86667;42036.866667;70233.333333;59012.641667;81592.186667;0;8257195.7076;2976.6386833;85.376115364;86.4;99026;0;0;0;99026
2022;1039;Römerswil;1777.8333333;2.15;3819277.8308;14661.6;24133.333333;130161.93333;93283.233333;17196.916667;65823.333333;38298.021667;16009.486667;0;4218845.6892;2373.0265431;68.063278569;86.4;1136586;0;0;0;1136586
2022;1040;Rothenburg;7580.6666667;1.9;21947573.989;79638.366667;104441.66667;481987.65;753852.31667;79157.716667;175806;188008.41667;2441158.6167;0;26251624.739;3462.9704607;99.325110303;86.4;0;984624;0;0;0
2022;1041;Schongau;1036;2.2;2350118.2599;3557.3;14416.666667;141533.76667;96057.433333;18040.233333;42555.333333;32100.405;86057.05;0;2784436.4483;2687.6799694;77.088185546;86.4;336344;0;0;0;336344
2022;1051;Adligenswil;5380;2.1;17253263.839;173456.28333;74316.666667;1238093.9833;395260.21667;69978.933333;118344.33333;107031.44167;0;0;19429745.697;3611.4768954;103.58458008;86.4;0;843461;0;0;0
2022;1052;Buchrain;6211.5;2;16910451.454;39679.7;83775;1052539.4;437037.78333;285179.76667;130457.33333;108695.22;43973.206667;0;19091788.864;3073.6197157;88.1577307;86.4;0;114881;0;0;0
2022;1053;Dierikon;1486.8333333;1.9018384396;5048392.888;2376.1333333;20386.666667;308909.6;173639.13333;241.93333333;34219.666667;51644.545;706402.83333;-812.05;6345401.3496;4267.7287409;122.40723181;86.4;0;409785;0;0;0
2022;1054;Ebikon;13576.333333;1.9;36286493.663;97904.15;194008.33333;1532490.6167;902543.13333;252558.93667;282258;265353.72167;1361915.1667;0;41175525.721;3032.8900087;86.989518988;86.4;0;84213;0;0;0
2022;1055;Gisikon;1355.8333333;1.7;4660640.2768;1706.5833333;19483.333333;94403.483333;245273.76667;0;27667.666667;26273.365;219921.23;-75.33333333;5295294.3718;3905.5643799;112.01961358;86.4;0;284765;0;0;0
2022;1056;Greppen;1100.5;1.9344313913;3370622.8315;18517.5;15141.666667;284563.91667;155288.71667;18564.6;30486.333333;23101.566667;0;0;3916287.1315;3558.6434634;102.06920866;86.4;0;162005;0;0;0
2022;1057;Honau;389.33333333;1.9;1240234.9344;1701.75;5800;83433.883333;48433.933333;934.91666667;9748;9452.1083333;73931.336667;-250.7833333;1473420.0794;3784.469382;108.54636015;86.4;0;73234;0;0;0
2022;1058;Horw;14029.166667;1.55;75127897.967;244739.7;204175;3908690.1833;1792421.6333;411566.95;311604.33333;251003.88;432080.74667;0;82684180.394;5893.7342722;169.0444124;86.4;0;7997188;0;0;0
2022;1059;Kriens;27306.5;2;72283326.134;265209.43333;393941.66667;3269961.5167;1633906.2667;457316.8;584857.66667;546303.50833;2416079.4333;-264;81850638.426;2997.4781985;85.973835489;86.4;405726;0;0;0;405726
2022;1061;Luzern;81672.166667;1.85;311251079.76;1781945.6333;1248150.3333;13288754.35;5108666.2167;9924978.11;1677929.3333;3628208.58;30721267.35;-156043.7667;378474935.9;4634.0748794;132.91479202;86.4;0;14785111;0.38;1095591;1095591
2022;1062;Malters;7273;2.05;16645544.358;23824.983333;105133.33333;380432.1;432812;40697.666667;192660;155364.3;109046.55667;0;18085515.298;2486.6651036;71.322666047;86.4;3823208;0;0;0;3823208
2022;1063;Meggen;7198.3333333;0.9542858324;63874053.081;426793.43333;108016.66667;4127371.8167;1239177.6333;1007613.8;164502;159229.465;89540.01;15345.566667;71211643.472;9892.7960369;283.74572314;86.4;0;9315908;0;0;0
2022;1064;Meierskappel;1413.3333333;2.25;4452291.5616;7847.4;18783.333333;302111.18333;243497.26667;28734.4;43809.333333;33465.148333;46479.01;135663.65;5312682.2866;3758.973316;107.81508057;86.4;0;259326;0;0;0
2022;1065;Root;4992;1.8;15444979.476;50801.016667;66433.333333;353978.3;423169.8;19286.633333;111866.33333;451846.31167;145938.38667;0;17068299.591;3419.130527;98.0676909;86.4;0;608764;0;0;0
2022;1066;Schwarzenberg;1707.1666667;2.2;3595268.4843;6680.1333333;23683.333333;163623.2;105216.1;11192.716667;103889;32267.358333;31157.96;11121.658333;4084099.9443;2392.3264343;68.616839115;86.4;1058460;0;0;0;1058460
2022;1067;Udligenswil;2282.8333333;1.95;7755447.1056;34863.05;31816.666667;533202.78333;273935.18333;21862.833333;56209.666667;40624.678333;100293.22333;0;8848255.1906;3875.9970171;111.17156084;86.4;0;467240;0;0;0
2022;1068;Vitznau;1376.8333333;1.3710435999;7307812.3065;767.41666667;19541.666667;587567.81667;298617.71667;271761.71667;47828.333333;61134.016667;0;-1222.45;8593808.5398;6241.7202807;179.02536634;86.4;0;871607;0;0;0
2022;1069;Weggis;4374;1.4775670751;27173136.428;113793.58333;62941.666667;1471882.5333;724804.73333;143477.18333;131707.66667;150805.65833;0;-1090.775;29971458.678;6852.1853401;196.53475894;86.4;0;3252476;0;0;0
2022;1081;Beromünster;6542.8333333;1.95;14865611.396;54395.366667;88358.333333;526335.81667;350430.46667;192356.06667;204151.66667;153937.34;330429.00333;0;16766005.456;2562.4992418;73.497744995;86.4;2943210;0;1.35;307949;3251159
2022;1082;Büron;2481;2.2639750366;5750092.9982;16881.433333;33433.333333;161907.35;303252;5577.9166667;57396.333333;60647.325;209735.84;0;6598924.5298;2659.7841716;76.288076733;86.4;874682;0;0;0;874682
2022;1083;Buttisholz;3290.5;2.1;7650355.4409;63080.083333;43250;153878.4;110030.71667;22349.833333;94484.333333;98879.275;413102.43667;0;8649410.5192;2628.6006744;75.393669941;86.4;1262682;0;0;0;1262682
2022;1084;Eich;1634;1.4511164323;7231741.4774;8825.3166667;25566.666667;398678.48333;131607.51667;181.31666667;49046;39777.25;45445.953333;0;7930869.9808;4853.653599;139.212761;86.4;0;623708;0;0;0
2022;1085;Geuensee;2914.3333333;2.2659136724;6626015.0288;25775.266667;36908.333333;268932.63333;250204.98333;45836.166667;68954;53472.558333;19524.18;1052.825;7396675.9755;2538.0336185;72.796020633;86.4;1382276;0;0;0;1382276
2022;1086;Grosswangen;3239.8333333;1.9661066434;6963223.0311;185542.06667;43455;269160.26667;137528.48333;39380.5;98555.666667;73784.9;51174.413333;-17554.05;7844250.2777;2421.1894473;69.444689653;86.4;1915218;0;0;0;1915218
2022;1088;Hildisrieden;2295.8333333;1.7322270318;7445609.1423;24002.433333;31850;262456.06667;234287.75;42818.233333;56898;45717.708333;19659.966667;-210.4;8163088.9007;3555.6104105;101.98221447;86.4;0;336709;0;0;0
2022;1089;Knutwil;2208.5;2.15;5933534.3522;4317.15;31008.333333;247402.55;150238.93333;53013.683333;60373.666667;52771.241667;45215.916667;0;6577875.8272;2978.4359643;85.427665076;86.4;74869;0;0;0;74869
2022;1091;Mauensee;1461;2.067323922;5300322.606;14471.933333;21866.666667;205858.5;122213.83333;80468.95;41184.666667;30858.891667;0;0;5817246.0476;3981.6879176;114.20299309;86.4;0;326992;0;0;0
2022;1093;Neuenkirch;7076.3333333;1.9492039198;17047609.191;38103.616667;98541.666667;558882.45;289754.91667;78221.35;184755;139383.575;173974.06;-34682.13333;18574543.692;2624.8825228;75.287025711;86.4;2741753;0;0;0;2741753
2022;1094;Nottwil;3850.8333333;1.9652817846;10179920.074;21596.8;52641.666667;242239.7;194256.58333;95106;101038.33333;78962.375;0;-2881.233333;10962880.299;2846.8851674;81.654517842;86.4;637125;0;0;0;637125
2022;1095;Oberkirch;4700.3333333;1.65;15002387.427;34123.9;66008.333333;663545.4;471767.15;17422.116667;110686.66667;96914.033333;35419;-471.5;16497802.527;3509.9218198;100.67177178;86.4;0;650470;0;0;0
2022;1097;Rickenbach;3314.3333333;2.1974048832;7624132.9683;24994.7;44366.666667;235783.55;144344.78333;87080.333333;85633;89083.265;24374.973333;-1842.941667;8357951.2983;2521.7594182;72.329243119;86.4;1625936;0;1.72;198963;1824899
2022;1098;Ruswil;6934;2.0999333401;16062436.56;87469.183333;95808.333333;712787.5;452865.5;25509.616667;217018.33333;152299.625;66005.393333;0;17872200.045;2577.4733263;73.927232515;86.4;3015341;0;0;0;3015341
2022;1099;Schenkon;2907;1.2524096513;14363800.156;10236.133333;42800;485829.56667;290204.23333;311514.3;69925.333333;64410.233333;391377.23667;0;16030097.193;5514.3093199;158.16172493;86.4;0;1457381;0;0;0
2022;1100;Schlierbach;883.5;1.75;2028062.3795;3188.45;11833.333333;-18327.13333;62247.183333;21707.283333;29768.333333;18309.95;0;0;2156789.7795;2441.1882054;70.018295138;86.4;504609;0;0;0;504609
2022;1102;Sempach;4151.3333333;1.9838953139;14710284.97;148507.21667;57741.666667;486110.05;186970.88333;93447.416667;102552.66667;96317.45;0;0;15881932.32;3825.7424892;109.73015769;86.4;0;811900;0;0;0
2022;1103;Sursee;9921;1.85;33625897.523;111965.56667;150491.66667;1317418.9667;1192589.15;489664.8;203532;309421.40667;1668941.0733;0;39069922.153;3938.1032308;112.9528947;86.4;0;1764130;0;0;0
2022;1104;Triengen;4639.1666667;1.7847257064;11626111.555;28217.683333;63208.333333;304217.15;284828.01667;137410.25333;130524;142914.08333;371497.11333;0;13088928.188;2821.396412;80.923447949;86.4;885803;0;0.87;141085;1026888
2022;1121;Alberswil;656.83333333;2.15;1374547.9318;3999.5166667;9433.3333333;14942.2;19915.033333;0;19242;23564.716667;43421.353333;-5;1509061.0851;2297.4794495;65.896432653;86.4;469542;0;0;0;469542
2022;1122;Altbüron;1014.1666667;2.331785992;2585738.4591;22131.2;14025;60206.816667;40872.05;100;32046;23015.158333;0;0;2778134.6841;2739.3275439;78.569544137;86.4;276877;0;0;0;276877
2022;1123;Altishofen;1954.6666667;1.865164975;5785601.7262;16884.683333;25418.333333;128088.95;62919.616667;19172.133333;64174.666667;64732.041667;261015.3;-2659.95;6425347.5012;3287.1832373;94.283171438;86.4;0;162134;0;376510;376510
2022;1125;Dagmersellen;5440.1666667;1.95;14547855.315;46840.133333;77033.333333;652390.91667;264150.76667;189945.63333;148227.33333;196821.85;265896.53667;0;16389161.818;3012.621271;86.408169934;86.4;0;468;0;0;0
2022;1127;Egolzwil;1472.1666667;2.0661104852;4155765.7232;38532.45;21708.333333;231971.3;241431.08333;18113.35;36202;32423.15;0;0;4776147.3899;3244.2980119;93.053135032;86.4;0;103058;0;0;0
2022;1128;Ettiswil;2720.6666667;2.15;5349082.6201;4524.8833333;37266.666667;114690.33333;65029.483333;13011.483333;75894;51984.9;74692.963333;-1180.133333;5784997.2001;2126.31605;60.987114561;86.4;2410566;0;0;0;2410566
2022;1129;Fischbach;705.5;2.4;1239016.1328;4096.3166667;9883.3333333;42776.3;47419.6;10683.716667;28363.333333;13196.025;11251.003333;0;1406685.7612;1993.8848493;57.188715536;86.4;718518;0;0;0;718518
2022;1131;Grossdietwil;855.66666667;2.3;1813342.8143;136.68333333;12100;48762.95;25309.216667;3610;34987.333333;24365.556667;19369.443333;0;1981983.9976;2316.3038539;66.436355259;86.4;595572;0;0;0;595572
2022;1132;Hergiswil;1906.1666667;2.2;2791607.3784;9606.5833333;25600;55709.766667;41414.666667;69804.466667;93516.666667;32032.308333;125178.75333;0;3244470.5901;1702.0917671;48.819490213;86.4;2497545;0;0;0;2497545
2022;1135;Luthern;1276.5;2.4;1628598.7224;217.68333333;17116.666667;35559.483333;19255.733333;9152.3166667;92854.666667;29434.075;20148.453333;-11115.45;1841222.3508;1442.3990214;41.370968515;86.4;2004025;0;0;0;2004025
2022;1136;Menznau;2891.1666667;2.3563727644;6150302.5356;19751.683333;39550;175227.25;189742.23333;8831.54;111379.33333;147999.375;6166.17;0;6848950.1206;2368.922622;67.945569677;86.4;1860217;0;0;0;1860217
2022;1137;Nebikon;2642.5;1.9;7336742.4462;6945.2833333;34208.333333;172131.5;129342.95;38696.283333;58356.666667;73062.591667;16337.01;0;7865823.0645;2976.6596271;85.376716073;86.4;94276;0;0;0;94276
2022;1139;Pfaffnau;2668.3333333;1.95;6307679.7358;11824.683333;37708.333333;261983.4;147349.86667;34258.883333;83799.333333;63200.166667;100162.12667;0;7047966.5292;2641.3366131;75.758962837;86.4;989951;0;0;0;989951
2022;1140;Reiden;7089;2.3;16174641.958;138887.36667;96658.333333;688273.81667;440261.65;61656.883333;187323;158295.94167;0;0;17945998.949;2531.5275708;72.609413812;86.4;3408454;0;0;0;3408454
2022;1142;Roggliswil;695;2.2334801126;1414994.241;1569.2833333;10100;49573.05;45968.466667;2621.3166667;24617.666667;13870.666667;35265.72;0;1598580.411;2300.1156993;65.972045714;86.4;494993;0;0;0;494993
2022;1143;Schötz;4410.3333333;2.25;9244528.5424;22730.45;59808.333333;326458.28333;195516.95;84221.25;112791.33333;88333.825;274858.26333;0;10409247.231;2360.1951245;67.695247112;86.4;2876161;0;0.38;57946;2934107
2022;1145;Ufhusen;898.16666667;2.4;1459657.2337;1.2;12841.666667;58530.883333;40020.366667;223.83333333;39535.333333;2851.1833333;75264.766667;0;1688926.467;1880.4154392;53.93417964;86.4;1016654;0;0;0;1016654
2022;1146;Wauwil;2206.5;2.15;5114502.23;12702.05;29991.666667;225205.18333;257737.08333;6522.4666667;47604;37677.05;0;0;5731941.73;2597.7528801;74.508891799;86.4;914779;0;0;0;914779
2022;1147;Wikon;1522.3333333;2.3829480843;3535828.7954;10711.166667;20542.133333;215566.01667;96259.033333;24745.083333;44667.333333;43609.541667;150072.75667;0;4142001.8604;2720.8245197;78.038839371;86.4;443778;0;0;0;443778
2022;1151;Willisau;8953.5;2.188569154;19935998.668;72123.516667;121925;475329.93333;340564.36667;84623.666667;260645.33333;235012.75833;919093.35;-5718.375;22439598.218;2506.2375851;71.884045044;86.4;4531356;0;0;0;4531356
2022;1150;Zell;2034.3333333;2.0314806278;4659525.1905;5310.7666667;28233.333333;364682.91667;176928.2;16105.95;64678;79107.166667;0;0;5394571.5238;2651.7638164;76.05803646;86.4;733525;0;0;0;733525
2023;1001;Doppleschwand;790.66666667;2.3622226639;1242105.7956;0;9106.6666667;70210.866667;20041.55;10230.95;18650.333333;13914.458333;62111.073333;0;1446371.694;1829.3065269;51.18374903;86.4;995155;0;0;0;995155
