station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
LUZ;13.07.1880 00:00;17.1;;;;;;;;970.6;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;
LUZ;14.07.1880 00:00;18.3;;;;;;;;968.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.07.1880 00:00;20.9;;;;;;;;968.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;16.07.1880 00:00;22.9;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;17.07.1880 00:00;23.8;;;;;;;;968.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;18.07.1880 00:00;22.7;;;;;;;;969.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;19.07.1880 00:00;23.3;;;;;;;;970.3;;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;;;
LUZ;20.07.1880 00:00;21.7;;;;;;;;970.5;;;;;;;;;;;;25.7;;;;;;;;;;;;;;;;;;
LUZ;21.07.1880 00:00;19.5;;;;;;;;968.3;;;;;;;;;;;;22.4;;;;;;;;;;;;;;;;;;
LUZ;22.07.1880 00:00;18;;;;;;;;965.2;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;
LUZ;23.07.1880 00:00;17.5;;;;;;;;967.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.07.1880 00:00;18.8;;;;;;;;966.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;25.07.1880 00:00;20.5;;;;;;;;966.6;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;;;
LUZ;26.07.1880 00:00;21;;;;;;;;962.2;;;;;;;;;;;;1.9;;;;;;;;;;;;;;;;;;
LUZ;27.07.1880 00:00;19.1;;;;;;;;966.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;28.07.1880 00:00;19.3;;;;;;;;964.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.07.1880 00:00;21.9;;;;;;;;962.2;;;;;;;;;;;;5.7;;;;;;;;;;;;;;;;;;
LUZ;30.07.1880 00:00;17.1;;;;;;;;964.2;;;;;;;;;;;;24.7;;;;;;;;;;;;;;;;;;
LUZ;31.07.1880 00:00;17.3;;;;;;;;964.2;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;01.08.1880 00:00;15.9;;;;;;;;958.9;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;
LUZ;02.08.1880 00:00;15.1;;;;;;;;957.6;;;;;;;;;;;;4.8;;;;;;;;;;;;;;;;;;
LUZ;03.08.1880 00:00;11.3;;;;;;;;961.2;;;;;;;;;;;;34;;;;;;;;;;;;;;;;;;
LUZ;04.08.1880 00:00;13.4;;;;;;;;965.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;05.08.1880 00:00;15.1;;;;;;;;963.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;06.08.1880 00:00;16.9;;;;;;;;959.5;;;;;;;;;;;;20.6;;;;;;;;;;;;;;;;;;
LUZ;07.08.1880 00:00;15;;;;;;;;958.6;;;;;;;;;;;;4.1;;;;;;;;;;;;;;;;;;
LUZ;08.08.1880 00:00;14.4;;;;;;;;959.9;;;;;;;;;;;;1.3;;;;;;;;;;;;;;;;;;
LUZ;09.08.1880 00:00;13.7;;;;;;;;969;;;;;;;;;;;;3.1;;;;;;;;;;;;;;;;;;
LUZ;10.08.1880 00:00;15.6;;;;;;;;973.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;11.08.1880 00:00;14.6;;;;;;;;967.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;12.08.1880 00:00;16.5;;;;;;;;964.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;13.08.1880 00:00;17.1;;;;;;;;963.5;;;;;;;;;;;;4.6;;;;;;;;;;;;;;;;;;
LUZ;14.08.1880 00:00;17.8;;;;;;;;962.8;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;;;;
LUZ;15.08.1880 00:00;18.5;;;;;;;;963.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;16.08.1880 00:00;18.3;;;;;;;;963.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;17.08.1880 00:00;18.5;;;;;;;;965.2;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;
LUZ;18.08.1880 00:00;17;;;;;;;;966.1;;;;;;;;;;;;12.2;;;;;;;;;;;;;;;;;;
LUZ;19.08.1880 00:00;17.5;;;;;;;;965.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;20.08.1880 00:00;18.1;;;;;;;;965.9;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;
LUZ;21.08.1880 00:00;18.7;;;;;;;;965.6;;;;;;;;;;;;9.2;;;;;;;;;;;;;;;;;;
LUZ;22.08.1880 00:00;16.6;;;;;;;;964.2;;;;;;;;;;;;54.4;;;;;;;;;;;;;;;;;;
LUZ;23.08.1880 00:00;17.5;;;;;;;;965.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.08.1880 00:00;16.6;;;;;;;;965.8;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;
LUZ;25.08.1880 00:00;17.3;;;;;;;;966.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;26.08.1880 00:00;17.7;;;;;;;;965;;;;;;;;;;;;31.5;;;;;;;;;;;;;;;;;;
LUZ;27.08.1880 00:00;16.9;;;;;;;;969.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;28.08.1880 00:00;16.3;;;;;;;;969.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.08.1880 00:00;16.3;;;;;;;;963.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;30.08.1880 00:00;15.4;;;;;;;;961.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;31.08.1880 00:00;17.5;;;;;;;;967.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;01.09.1880 00:00;17.9;;;;;;;;974.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;02.09.1880 00:00;17.9;;;;;;;;976.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.09.1880 00:00;18.3;;;;;;;;975.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;04.09.1880 00:00;19;;;;;;;;973.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;05.09.1880 00:00;20;;;;;;;;974.5;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;
LUZ;06.09.1880 00:00;18.6;;;;;;;;973.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;07.09.1880 00:00;19.1;;;;;;;;968.8;;;;;;;;;;;;5.2;;;;;;;;;;;;;;;;;;
LUZ;08.09.1880 00:00;17.9;;;;;;;;966.2;;;;;;;;;;;;17.3;;;;;;;;;;;;;;;;;;
LUZ;09.09.1880 00:00;17.7;;;;;;;;965.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;10.09.1880 00:00;17;;;;;;;;964.6;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;11.09.1880 00:00;19.5;;;;;;;;957.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;12.09.1880 00:00;16.5;;;;;;;;961.4;;;;;;;;;;;;8.4;;;;;;;;;;;;;;;;;;
LUZ;13.09.1880 00:00;14.3;;;;;;;;962.6;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;;;;
LUZ;14.09.1880 00:00;14.1;;;;;;;;963.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.09.1880 00:00;13.4;;;;;;;;957.4;;;;;;;;;;;;12.6;;;;;;;;;;;;;;;;;;
LUZ;16.09.1880 00:00;12.1;;;;;;;;957.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;17.09.1880 00:00;11.4;;;;;;;;962.2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
LUZ;18.09.1880 00:00;12.5;;;;;;;;969.2;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;;;
LUZ;19.09.1880 00:00;13.1;;;;;;;;965.1;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;
LUZ;20.09.1880 00:00;10.4;;;;;;;;963.1;;;;;;;;;;;;6.9;;;;;;;;;;;;;;;;;;
LUZ;21.09.1880 00:00;10;;;;;;;;967.6;;;;;;;;;;;;15.2;;;;;;;;;;;;;;;;;;
LUZ;22.09.1880 00:00;13.3;;;;;;;;970.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;23.09.1880 00:00;14.4;;;;;;;;969.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.09.1880 00:00;13.5;;;;;;;;967.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;25.09.1880 00:00;12.6;;;;;;;;967.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;26.09.1880 00:00;11.6;;;;;;;;969.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;27.09.1880 00:00;11.4;;;;;;;;971.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;28.09.1880 00:00;10.2;;;;;;;;974.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.09.1880 00:00;10.7;;;;;;;;975.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;30.09.1880 00:00;8.9;;;;;;;;975.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;01.10.1880 00:00;9.1;;;;;;;;973.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;02.10.1880 00:00;10;;;;;;;;966.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.10.1880 00:00;10.8;;;;;;;;960.5;;;;;;;;;;;;28.3;;;;;;;;;;;;;;;;;;
LUZ;04.10.1880 00:00;9.7;;;;;;;;959.9;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
LUZ;05.10.1880 00:00;13.3;;;;;;;;957.9;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;
LUZ;06.10.1880 00:00;14.8;;;;;;;;955.9;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;
LUZ;07.10.1880 00:00;15;;;;;;;;957.8;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;
LUZ;08.10.1880 00:00;10;;;;;;;;961.1;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;
LUZ;09.10.1880 00:00;8.8;;;;;;;;963.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;10.10.1880 00:00;9.5;;;;;;;;967.6;;;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;
LUZ;11.10.1880 00:00;7.8;;;;;;;;966.2;;;;;;;;;;;;4.5;;;;;;;;;;;;;;;;;;
LUZ;12.10.1880 00:00;8.1;;;;;;;;961.4;;;;;;;;;;;;8.4;;;;;;;;;;;;;;;;;;
LUZ;13.10.1880 00:00;8.1;;;;;;;;966.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;14.10.1880 00:00;8.1;;;;;;;;973.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.10.1880 00:00;7;;;;;;;;971;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;16.10.1880 00:00;7.6;;;;;;;;967;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;17.10.1880 00:00;10.8;;;;;;;;966.9;;;;;;;;;;;;12.1;;;;;;;;;;;;;;;;;;
LUZ;18.10.1880 00:00;11.7;;;;;;;;965.2;;;;;;;;;;;;4.6;;;;;;;;;;;;;;;;;;
LUZ;19.10.1880 00:00;9.4;;;;;;;;963.6;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;
LUZ;20.10.1880 00:00;10.4;;;;;;;;955.4;;;;;;;;;;;;5.1;;;;;;;;;;;;;;;;;;
LUZ;21.10.1880 00:00;7.5;;;;;;;;955.6;;;;;;;;;;;;30.6;;;;;;;;;;;;;;;;;;
LUZ;22.10.1880 00:00;9.1;;;;;;;;954.7;;;;;;;;;;;;24.1;;;;;;;;;;;;;;;;;;
LUZ;23.10.1880 00:00;13;;;;;;;;958.3;;;;;;;;;;;;12.6;;;;;;;;;;;;;;;;;;
LUZ;24.10.1880 00:00;4.1;;;;;;;;965.7;;;;;;;;;;;;12.1;;;;;;;;;;;;;;;;;;
LUZ;25.10.1880 00:00;2.9;;;;;;;;969.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;26.10.1880 00:00;5.5;;;;;;;;961.9;;;;;;;;;;;;15.4;;;;;;;;;;;;;;;;;;
LUZ;27.10.1880 00:00;10.9;;;;;;;;956.8;;;;;;;;;;;;30.9;;;;;;;;;;;;;;;;;;
LUZ;28.10.1880 00:00;12.1;;;;;;;;951.8;;;;;;;;;;;;4.2;;;;;;;;;;;;;;;;;;
LUZ;29.10.1880 00:00;8.1;;;;;;;;953.7;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
LUZ;30.10.1880 00:00;3.2;;;;;;;;965.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;31.10.1880 00:00;0.8;;;;;;;;968.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;01.11.1880 00:00;2.8;;;;;;;;971;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;02.11.1880 00:00;2.7;;;;;;;;963.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.11.1880 00:00;2.8;;;;;;;;956;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;
LUZ;04.11.1880 00:00;2.6;;;;;;;;961;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;
LUZ;05.11.1880 00:00;1.6;;;;;;;;968;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;06.11.1880 00:00;2.3;;;;;;;;973.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;07.11.1880 00:00;2.9;;;;;;;;973.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;08.11.1880 00:00;3.6;;;;;;;;970.2;;;;;;;;;;;;2.6;;;;;;;;;;;;;;;;;;
LUZ;09.11.1880 00:00;4.1;;;;;;;;967.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;10.11.1880 00:00;4.9;;;;;;;;968.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;11.11.1880 00:00;3.7;;;;;;;;971;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;12.11.1880 00:00;4;;;;;;;;972;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;13.11.1880 00:00;6;;;;;;;;969.9;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;
LUZ;14.11.1880 00:00;5.3;;;;;;;;962.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.11.1880 00:00;11;;;;;;;;960.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;16.11.1880 00:00;8.4;;;;;;;;950.1;;;;;;;;;;;;3.9;;;;;;;;;;;;;;;;;;
LUZ;17.11.1880 00:00;6.3;;;;;;;;943.8;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;
LUZ;18.11.1880 00:00;4.6;;;;;;;;946.4;;;;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;
LUZ;19.11.1880 00:00;8.9;;;;;;;;949.4;;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;;;
LUZ;20.11.1880 00:00;5.8;;;;;;;;960.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;21.11.1880 00:00;2.5;;;;;;;;962.8;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;
LUZ;22.11.1880 00:00;1.6;;;;;;;;962.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;23.11.1880 00:00;3.3;;;;;;;;969.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.11.1880 00:00;4.3;;;;;;;;974;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;25.11.1880 00:00;6.2;;;;;;;;972.1;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;26.11.1880 00:00;6.4;;;;;;;;970.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;27.11.1880 00:00;7.1;;;;;;;;972.6;;;;;;;;;;;;10.8;;;;;;;;;;;;;;;;;;
LUZ;28.11.1880 00:00;6.8;;;;;;;;980.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.11.1880 00:00;5.7;;;;;;;;980.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;30.11.1880 00:00;2.1;;;;;;;;980.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;01.12.1880 00:00;0;;;;;;;;975.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;02.12.1880 00:00;1.1;;;;;;;;973.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.12.1880 00:00;1.3;;;;;;;;975.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;04.12.1880 00:00;2.6;;;;;;;;979;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;
LUZ;05.12.1880 00:00;3.7;;;;;;;;979.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;06.12.1880 00:00;3.6;;;;;;;;980.3;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;07.12.1880 00:00;6.1;;;;;;;;982;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;08.12.1880 00:00;3.6;;;;;;;;977.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;09.12.1880 00:00;6.7;;;;;;;;974;;;;;;;;;;;;10.2;;;;;;;;;;;;;;;;;;
LUZ;10.12.1880 00:00;7;;;;;;;;973.2;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;
LUZ;11.12.1880 00:00;6.4;;;;;;;;971.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;12.12.1880 00:00;6.4;;;;;;;;970.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;13.12.1880 00:00;7.1;;;;;;;;968.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;14.12.1880 00:00;8.6;;;;;;;;965;;;;;;;;;;;;2.1;;;;;;;;;;;;;;;;;;
LUZ;15.12.1880 00:00;5.9;;;;;;;;963.5;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
LUZ;16.12.1880 00:00;6.9;;;;;;;;958.7;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;17.12.1880 00:00;5.8;;;;;;;;957.2;;;;;;;;;;;;2.8;;;;;;;;;;;;;;;;;;
LUZ;18.12.1880 00:00;4;;;;;;;;959.8;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;
LUZ;19.12.1880 00:00;4.5;;;;;;;;965.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;20.12.1880 00:00;5.1;;;;;;;;961.3;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;
LUZ;21.12.1880 00:00;4.6;;;;;;;;962.4;;;;;;;;;;;;6.1;;;;;;;;;;;;;;;;;;
LUZ;22.12.1880 00:00;2.8;;;;;;;;967;;;;;;;;;;;;1.3;;;;;;;;;;;;;;;;;;
LUZ;23.12.1880 00:00;4.7;;;;;;;;963.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.12.1880 00:00;5.9;;;;;;;;953.2;;;;;;;;;;;;3.4;;;;;;;;;;;;;;;;;;
LUZ;25.12.1880 00:00;4.7;;;;;;;;950.2;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;
LUZ;26.12.1880 00:00;-0.2;;;;;;;;957.8;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;
LUZ;27.12.1880 00:00;5.6;;;;;;;;958.9;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;
LUZ;28.12.1880 00:00;5.4;;;;;;;;963.5;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.12.1880 00:00;5.4;;;;;;;;959.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;30.12.1880 00:00;5.8;;;;;;;;958.6;;;;;;;;;;;;11.7;;;;;;;;;;;;;;;;;;
LUZ;31.12.1880 00:00;2.4;;;;;;;;964.2;;;;;;;;;;;;6.6;;;;;;;;;;;;;;;;;;
LUZ;01.01.1881 00:00;-0.4;;;;;;;;973.5;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;
LUZ;02.01.1881 00:00;-2.5;;;;;;;;975.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.01.1881 00:00;-3.4;;;;;;;;971.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;04.01.1881 00:00;-2.8;;;;;;;;965.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;05.01.1881 00:00;-0.3;;;;;;;;960.4;;;;;;;;;;;;0.1;;;;;;;;;;;;;;;;;;
LUZ;06.01.1881 00:00;0.4;;;;;;;;963.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;07.01.1881 00:00;-3.3;;;;;;;;972.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;08.01.1881 00:00;-4.2;;;;;;;;969.7;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;09.01.1881 00:00;-3.5;;;;;;;;964.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;10.01.1881 00:00;-3.5;;;;;;;;959.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;11.01.1881 00:00;-0.6;;;;;;;;953.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;12.01.1881 00:00;-0.1;;;;;;;;950.6;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;
LUZ;13.01.1881 00:00;-2;;;;;;;;948.1;;;;;;;;;;;;2.7;;;;;;;;;;;;;;;;;;
LUZ;14.01.1881 00:00;-3.5;;;;;;;;950.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.01.1881 00:00;-6.6;;;;;;;;948.1;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;
LUZ;16.01.1881 00:00;-9.2;;;;;;;;959;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;17.01.1881 00:00;-6.3;;;;;;;;958.6;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;18.01.1881 00:00;-3.3;;;;;;;;946.4;;;;;;;;;;;;6.2;;;;;;;;;;;;;;;;;;
LUZ;19.01.1881 00:00;-1;;;;;;;;942.4;;;;;;;;;;;;6.8;;;;;;;;;;;;;;;;;;
LUZ;20.01.1881 00:00;-2.6;;;;;;;;952.4;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
LUZ;21.01.1881 00:00;-6.8;;;;;;;;966.2;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;;
LUZ;22.01.1881 00:00;-9.8;;;;;;;;961.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;23.01.1881 00:00;-11.1;;;;;;;;964.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;24.01.1881 00:00;-10.9;;;;;;;;969.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;25.01.1881 00:00;-8.8;;;;;;;;961.1;;;;;;;;;;;;4.7;;;;;;;;;;;;;;;;;;
LUZ;26.01.1881 00:00;-1.8;;;;;;;;956.9;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;
LUZ;27.01.1881 00:00;-0.6;;;;;;;;950.7;;;;;;;;;;;;4.1;;;;;;;;;;;;;;;;;;
LUZ;28.01.1881 00:00;3.4;;;;;;;;947.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;29.01.1881 00:00;1.9;;;;;;;;947.1;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;
LUZ;30.01.1881 00:00;2.6;;;;;;;;948;;;;;;;;;;;;4.5;;;;;;;;;;;;;;;;;;
LUZ;31.01.1881 00:00;2.2;;;;;;;;955.3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;01.02.1881 00:00;2.4;;;;;;;;957.3;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;;;
LUZ;02.02.1881 00:00;3;;;;;;;;964.4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;03.02.1881 00:00;0;;;;;;;;963.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;04.02.1881 00:00;-1.5;;;;;;;;958.2;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;05.02.1881 00:00;2.5;;;;;;;;953.1;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;
LUZ;06.02.1881 00:00;2.1;;;;;;;;957.7;;;;;;;;;;;;2.7;;;;;;;;;;;;;;;;;;
LUZ;07.02.1881 00:00;-0.1;;;;;;;;966.3;;;;;;;;;;;;4.9;;;;;;;;;;;;;;;;;;
LUZ;08.02.1881 00:00;4.4;;;;;;;;955.5;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;
LUZ;09.02.1881 00:00;4.9;;;;;;;;957;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;;;;
LUZ;10.02.1881 00:00;5.3;;;;;;;;950;;;;;;;;;;;;7.2;;;;;;;;;;;;;;;;;;
LUZ;11.02.1881 00:00;4.5;;;;;;;;942.1;;;;;;;;;;;;1.5;;;;;;;;;;;;;;;;;;
LUZ;12.02.1881 00:00;-1.2;;;;;;;;958.3;;;;;;;;;;;;5.1;;;;;;;;;;;;;;;;;;
LUZ;13.02.1881 00:00;-4.1;;;;;;;;965.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;14.02.1881 00:00;-6.9;;;;;;;;962.8;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;15.02.1881 00:00;-3.6;;;;;;;;962.1;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
LUZ;16.02.1881 00:00;-0.6;;;;;;;;962.9;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;
