station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;tre005d0;tre005dx;tre005dn;ure200d0;pva200d0;prestad0;pp0qffd0;ppz850d0;ppz700d0;pp0qnhd0;fkl010d0;fkl010d1;fu3010d0;fu3010d1;fkl010d3;fu3010d3;wcc006d0;rre150d0;rka150d0;htoautd0;gre000d0;oli000d0;olo000d0;osr000d0;ods000d0;sre000d0;sremaxdv;erefaod0;xcd000d0;dkl010d0;xno000d0;xno012d0;rreetsd0;tso005d0;tso010d0;tso020d0
LUZ;24.05.1988 00:00;17.3;23;13.3;16.4;30;7.5;64.3;12.4;964.9;1017.4;;;;1.3;8.5;4.7;30.6;;;;0;0;;206;;;;;341;40;3.5;0;11;0;0;-2.3;;;
LUZ;25.05.1988 00:00;18.4;26.4;10.8;17.3;30.7;6.1;67.8;13.8;962.4;1014.6;;;;1;6.2;3.6;22.3;;;;0.1;0.1;;289;;;;;672;78;4.4;0.1;360;0;0;-3.4;;;
LUZ;26.05.1988 00:00;17.6;24.3;13.4;17.2;29.6;8.3;73.4;14.5;959.3;1011.5;;;;1.3;14.6;4.7;52.6;;;;3.5;3.3;;205;;;;;366;43;3.5;0;256;0;0;1.5;;;
LUZ;27.05.1988 00:00;15.4;21;11.9;15.8;24.3;10.2;80.1;13.9;955.6;1008;;;;1.7;10.1;6.1;36.4;;;;3.7;3.8;;155;;;;;114;13;2.7;0;318;0;0;3.1;;;
LUZ;28.05.1988 00:00;12.4;15;9.4;12.5;18.5;4;77.9;11.2;955.9;1009;;;;1.7;9.3;6.1;33.5;;;;0;0.1;;101;;;;;0;0;1.8;0;216;0;0;-0.3;;;
LUZ;29.05.1988 00:00;11;17.3;7.2;10.5;22.2;2.4;83.6;10.9;957.2;1010.7;;;;1.6;12.6;5.8;45.4;;;;3.9;3.9;;131;;;;;203;23;2.2;0;315;9;1;3.1;;;
LUZ;30.05.1988 00:00;12.9;20;5.9;12.7;27;1.4;73.4;10.7;959.3;1012.5;;;;2.4;17.1;8.6;61.6;;;;1.7;1.2;;253;;;;;493;57;3.6;0;294;0;0;-1.1;;;
LUZ;31.05.1988 00:00;12.4;15.4;10.2;12.4;17.4;9.5;78.9;11.3;962.7;1016.1;;;;1.6;6.3;5.8;22.7;;;;6.5;5.3;;106;;;;;15;2;1.9;0;148;0;0;4.9;;;
LUZ;01.06.1988 00:00;13;17.6;10.2;13.4;19.2;9.7;78.5;11.5;963.7;1017;;;;1.4;14.7;5;52.9;;;;3.6;5.2;;162;;;;;84;10;2.6;0;194;0;0;4.5;;;
LUZ;02.06.1988 00:00;14.4;20.1;10.7;14.9;24;8.5;75.9;12.2;966.8;1020.1;;;;1.2;5.9;4.3;21.2;;;;0;0.1;;219;;;;;311;36;3.3;0;188;0;0;-1.4;;;
LUZ;03.06.1988 00:00;17.5;25.1;9.5;17.2;30.1;6.6;67.4;13;960.9;1013.2;;;;1.6;12.7;5.8;45.7;;;;1;0.7;;273;;;;;648;74;4.3;0;153;0;0;-2.9;;;
LUZ;04.06.1988 00:00;13.4;16;9.2;13;15;8.5;91.4;14.1;959.1;1012.2;;;;1.3;8.5;4.7;30.6;;;;36.4;32.5;;33;;;;;0;0;0.8;0;270;0;0;32.3;;;
LUZ;05.06.1988 00:00;8.7;9.8;7.9;8.7;10.3;7.5;90.9;10.3;962.4;1016.5;;;;1.7;9.5;6.1;34.2;;;;17.9;17;;46;;;;;0;0;0.9;0;165;11.3;3.3;16.8;;;
LUZ;06.06.1988 00:00;8.1;9;7.1;8.2;9.9;7.1;91.1;9.8;961.2;1015.4;;;;0.7;3.1;2.5;11.2;;;;9.8;13.5;;58;;;;;0;0;1;0;171;11.9;3.9;13.3;;;
LUZ;07.06.1988 00:00;10.4;12.9;8;10.4;14.4;7.7;85.4;10.7;959.9;1013.6;;;;0.7;4.7;2.5;16.9;;;;0.4;1.8;;78;;;;;7;1;1.3;0;297;9.6;1.6;1.5;;;
LUZ;08.06.1988 00:00;13.9;18.6;10.2;14.4;24;7.5;74;11.5;961.9;1015;;;;0.9;5.5;3.2;19.8;;;;0;0;;215;;;;;266;30;3.1;0;297;0;0;-1.5;;;
LUZ;09.06.1988 00:00;16.1;23.1;8.5;16.2;26.8;5.2;67.6;11.9;962.9;1015.6;;;;1.2;6.7;4.3;24.1;;;;0;0;;298;;;;;657;75;4.2;0;8;0;0;-3.7;;;
LUZ;10.06.1988 00:00;17.6;23.3;10.9;17.1;25.7;7.5;68.5;13.5;961.6;1013.9;;;;0.9;4.9;3.2;17.6;;;;0.7;0;;220;;;;;362;41;3.4;0;198;0;0;-2.3;;;
LUZ;11.06.1988 00:00;16.4;22.2;12.3;16.3;26.2;10;81.9;15.1;957.7;1010.1;;;;1.5;14.5;5.4;52.2;;;;8.6;9.2;;136;;;;;121;14;2.5;0;196;0;0;8.5;;;
LUZ;12.06.1988 00:00;16;21.9;10.5;15.6;25.8;7.4;80.4;14.4;958.7;1011.2;;;;1.5;8.5;5.4;30.6;;;;0.3;0.4;;191;;;;;350;40;3;0;297;0;0;-1.1;;;
LUZ;13.06.1988 00:00;17.8;22.6;14.2;17.6;26.1;10.9;74;14.7;961.3;1013.6;;;;1.5;9.9;5.4;35.6;;;;0;0;;181;;;;;180;20;3.2;0;9;0;0;-1.2;;;
LUZ;14.06.1988 00:00;17.2;25;12.3;17.4;28;8.8;77.2;14.6;961.4;1013.8;;;;1.4;13.2;5;47.5;;;;10.9;10.9;;248;;;;;479;54;4;0;27;0;0;8.8;;;
LUZ;15.06.1988 00:00;18.5;24.1;13.8;19.2;27.9;13.1;70.5;14.6;962.8;1015;;;;1.2;6;4.3;21.6;;;;0;0;;291;;;;;575;65;4.5;0.2;193;0;0;-3.1;;;
LUZ;16.06.1988 00:00;16.8;24.3;12.5;16.5;28.4;10.3;79.1;14.7;959.2;1011.6;;;;1.5;14.3;5.4;51.5;;;;57.3;57.3;;193;;;;;406;46;3.4;0;284;0;0;55.6;;;
LUZ;17.06.1988 00:00;17.6;22.7;12.4;17.1;25.9;9.6;66.9;12.9;959.1;1011.3;;;;2.1;9.9;7.6;35.6;;;;0;0;;198;;;;;209;24;3.6;0;34;0;0;-1.7;;;
LUZ;18.06.1988 00:00;17.1;22.7;10.8;15.8;25;6.1;53.2;9.9;961.9;1014.3;;;;2.2;10.1;7.9;36.4;;;;0;0;;284;;;;;670;76;4.7;0;4;0;0;-5.5;;;
LUZ;19.06.1988 00:00;18.2;24.9;10.5;18.1;28;6.6;57.2;11.5;966.1;1018.5;;;;1.1;7.6;4;27.4;;;;0;0;;297;;;;;576;65;4.5;0;360;0;0;-4.5;;;
LUZ;20.06.1988 00:00;18.2;21.7;15;17.9;25.3;11.1;64.8;13.4;965.8;1018.3;;;;1.6;6.6;5.8;23.8;;;;0;0;;176;;;;;115;13;3.2;0;342;0;0;-1.3;;;
LUZ;21.06.1988 00:00;16.4;20.2;12.8;16.2;24.6;8.3;64.5;11.9;966.5;1019.3;;;;1.7;6.6;6.1;23.8;;;;0;0;;204;;;;;99;11;3.4;0;350;0;0;-1.2;;;
LUZ;22.06.1988 00:00;17.9;24.2;11.2;17.1;27.4;7.1;66.8;13.5;968.7;1021.3;;;;1.1;6.1;4;22;;;;0;0;;239;;;;;428;48;3.8;0;198;0;0;-2.8;;;
LUZ;23.06.1988 00:00;17;19.6;13.5;15.9;21.9;8.5;71.4;13.8;967.8;1020.6;;;;1.4;8.2;5;29.5;;;;0;0;;104;;;;;39;4;2.1;0;338;0;0;-0.7;;;
LUZ;24.06.1988 00:00;17.1;22.8;10.8;16.7;25;5.9;60.5;11.6;962.7;1015.2;;;;1.6;8.1;5.8;29.2;;;;0;0;;256;;;;;383;43;4.1;0;360;0;0;-3;;;
LUZ;25.06.1988 00:00;17.5;22.4;13.2;17.1;25.3;8.2;66.5;13.1;960.9;1013.3;;;;1.7;8.4;6.1;30.2;;;;0;0;;190;;;;;110;12;3.4;0;4;0;0;-1.2;;;
LUZ;26.06.1988 00:00;17.5;22.6;14.2;18;24.2;12.4;71.2;14;959.4;1011.7;;;;1.5;7.7;5.4;27.7;;;;3.9;3.9;;172;;;;;149;17;3.2;0;7;0;0;2.7;;;
LUZ;27.06.1988 00:00;16.5;23.5;11.4;16.5;26.4;8;81.8;15.1;959.3;1011.7;;;;1.4;11.5;5;41.4;;;;3.7;3.7;;186;;;;;209;24;3.1;0;243;0;0;2.7;;;
LUZ;28.06.1988 00:00;17.2;22;13.1;17.7;24.8;10.9;80.3;15.5;958.6;1010.9;;;;1.4;10;5;36;;;;1;1;;201;;;;;263;30;3.2;0;270;0;0;-0.3;;;
LUZ;29.06.1988 00:00;18.1;23.4;14;17.9;26.9;11.2;78.9;16.2;960.3;1012.5;;;;1.1;13;4;46.8;;;;11.4;11.4;;181;;;;;246;28;3.1;0;211;0;0;10.1;;;
LUZ;30.06.1988 00:00;19.4;25.2;13.8;19.1;27.5;11.1;77.9;17.2;961;1013;;;;0.9;5.3;3.2;19.1;;;;0;0;;211;;;;;334;38;3.4;1.1;292;0;0;-1.6;;;
LUZ;01.07.1988 00:00;17.7;23.7;14.2;16.9;27.7;11.2;81.5;16.4;953.8;1005.7;;;;1.8;13.1;6.5;47.2;;;;6.2;3.6;;135;;;;;124;14;2.7;0;283;0;0;2.8;;;
LUZ;02.07.1988 00:00;16.4;20.9;12;16.4;23.9;9.7;71;13;953.8;1006;;;;1.7;10.3;6.1;37.1;;;;8.5;2.6;;213;;;;;300;34;3.4;0;248;0;0;0.6;;;
LUZ;03.07.1988 00:00;14.6;18.8;11.1;14;24.2;9.3;79.5;13.1;953.5;1006;;;;1.9;11.5;6.8;41.4;;;;8.3;13.7;;134;;;;;131;15;2.4;0;162;0;0;12.8;;;
LUZ;04.07.1988 00:00;17.4;22.3;13.7;17.9;26.5;12.2;76.7;14.9;956;1008.1;;;;0.9;6.9;3.2;24.8;;;;0.1;3.2;;218;;;;;329;38;3.4;0;315;0;0;1.5;;;
LUZ;05.07.1988 00:00;17.6;26;13.4;16.3;31.8;9.1;73.9;14.7;956.1;1008.2;;;;1.5;13.4;5.4;48.2;;;;11;0;;137;;;;;185;21;3;0;329;0;0;-1.3;;;
LUZ;06.07.1988 00:00;18.7;24;13.8;19.6;30.2;13;73.1;15.5;965.5;1017.9;;;;1.2;6.4;4.3;23;;;;2.9;13.5;;281;;;;;572;65;4.3;0.4;135;0;0;10.5;;;
LUZ;07.07.1988 00:00;19;22.1;14.9;18.5;26.1;9.9;73.5;16;968.2;1020.6;;;;1.6;9.3;5.8;33.5;;;;1.7;0.6;;176;;;;;247;28;3;0.7;162;0;0;-1;;;
LUZ;08.07.1988 00:00;17.3;22.8;14;17.8;29.2;9.4;76.3;14.8;966.8;1019.5;;;;1.9;11;6.8;39.6;;;;7.5;8.9;;244;;;;;371;42;3.9;0;150;0;0;7;;;
LUZ;09.07.1988 00:00;17.5;22;12.9;17;28.3;9.3;74.9;14.6;968.8;1021.5;;;;1.2;5.5;4.3;19.8;;;;0;0.1;;185;;;;;209;24;3;0;233;0;0;-1.3;;;
LUZ;10.07.1988 00:00;19.3;26.1;11.7;18.3;29.8;7;68.6;14.8;969;1021.4;;;;1;5.3;3.6;19.1;;;;0;0;;314;;;;;832;96;4.7;1;342;0;0;-4.8;;;
LUZ;11.07.1988 00:00;21.9;28;14.3;21.4;32.2;9;67.2;17.1;966.6;1018.4;;;;1.3;11.1;4.7;40;;;;0.4;0.2;;293;;;;;724;83;4.8;3.6;194;0;0;-4.2;;;
LUZ;12.07.1988 00:00;18.7;22;16;18.8;25.4;14.3;76.3;16.4;966.3;1018.6;;;;1.1;5.8;4;20.9;;;;0.3;0.5;;144;;;;;100;12;2.6;0.4;194;0;0;-0.4;;;
LUZ;13.07.1988 00:00;19.9;25.8;14;20.4;30.4;11.1;69.9;15.8;960.1;1012;;;;1.4;10.2;5;36.7;;;;11.5;2.1;;267;;;;;520;60;4.3;1.6;270;0;0;-1;;;
LUZ;14.07.1988 00:00;17.5;21.8;14.4;18;25.3;13.3;62.1;12.2;963.3;1015.8;;;;3.1;13;11.2;46.8;;;;6.2;9.4;;230;;;;;299;35;4.3;0;283;0;0;6.9;;;
LUZ;15.07.1988 00:00;14.1;17;10.2;14.2;21.3;9.6;71.2;11.3;966.5;1019.7;;;;1.7;16.6;6.1;59.8;;;;1.6;6.5;;141;;;;;104;12;2.4;0;278;0;0;5.5;;;
LUZ;16.07.1988 00:00;14.5;17.8;11.7;15;20.9;11.3;80.9;13.2;966.4;1019.6;;;;0.8;6;2.9;21.6;;;;0.5;1.8;;138;;;;;73;8;2.2;0;180;0;0;1.2;;;
LUZ;17.07.1988 00:00;16.8;21.1;12.4;17.3;24.4;10.6;74;13.9;964.8;1017.5;;;;1.2;6.7;4.3;24.1;;;;0.5;0.5;;203;;;;;233;27;3.1;0;149;0;0;-1;;;
LUZ;18.07.1988 00:00;19.1;25.9;14.1;19.1;29.6;10.8;68;14.5;965.3;1017.5;;;;2;11.3;7.2;40.7;;;;0;0;;228;;;;;322;38;4.2;0.8;302;0;0;-2.3;;;
LUZ;19.07.1988 00:00;19.6;26.9;12.2;19.3;29.8;8.7;66.3;14.8;965.7;1017.9;;;;1.5;6.1;5.4;22;;;;0;0;;305;;;;;829;97;4.8;1.3;214;0;0;-5.1;;;
LUZ;20.07.1988 00:00;20.8;29.1;13;19.3;32;8.8;58.1;13.7;965.3;1017.3;;;;1.3;6;4.7;21.6;;;;0;0;;298;;;;;824;97;4.9;2.5;360;0;0;-6.2;;;
LUZ;21.07.1988 00:00;22.1;29.2;13.6;21.2;31.9;9.5;59.4;15.3;966.8;1018.6;;;;1;7.2;3.6;25.9;;;;0;0;;271;;;;;636;75;4.5;3.8;338;0;0;-4.8;;;
LUZ;22.07.1988 00:00;23.5;29.5;17.4;23;34.1;13.7;70.6;20;965.9;1017.3;;;;1;6.4;3.6;23;;;;0;0;;269;;;;;692;82;4.5;5.2;225;0;0;-3.8;;;
LUZ;23.07.1988 00:00;25.6;32.4;18.4;24.7;36.3;14.8;63.6;20.1;962.3;1013.2;;;;1.4;14.2;5;51.1;;;;0;0;;277;;;;;760;91;5.1;7.3;14;0;0;-5;;;
LUZ;24.07.1988 00:00;18;21.9;14;17.3;21.5;13.1;85.2;17.5;966.4;1019;;;;1.2;8;4.3;28.8;;;;16.9;16.9;;32;;;;;0;0;1.1;0;342;0;0;16.6;;;
LUZ;25.07.1988 00:00;18;24.7;11.7;17.9;28.3;8;75.8;15.4;970.1;1022.8;;;;1;5.6;3.6;20.2;;;;0;0;;285;;;;;678;81;4.1;0;326;0;0;-3.1;;;
LUZ;26.07.1988 00:00;22.3;29.7;14.9;21;33.1;10.2;66.3;17.2;966.9;1018.6;;;;1.2;6.5;4.3;23.4;;;;2.1;0;;293;;;;;828;100;4.8;4;180;0;0;-5;;;
LUZ;27.07.1988 00:00;17.6;21.9;13;16.8;20.9;9.8;90.2;18.2;968.3;1021;;;;1.3;9.5;4.7;34.2;;;;26.8;28.8;;46;;;;;4;0;1.2;0;344;0;0;28.6;;;
LUZ;28.07.1988 00:00;18.1;24.7;12.5;18.2;28.4;8.4;78.7;16.1;965.6;1018.1;;;;1.1;5.4;4;19.4;;;;0;0.1;;271;;;;;630;76;4;0;360;0;0;-2.5;;;
LUZ;29.07.1988 00:00;17.5;24.6;14.1;16.4;28.7;10.6;84.9;16.8;963.8;1016.3;;;;1.4;9.3;5;33.5;;;;12.1;12.1;;122;;;;;311;38;2.5;0;288;0;0;11;;;
LUZ;30.07.1988 00:00;17.2;22;12.8;17.3;27.2;8.9;71.4;13.6;968.3;1021.1;;;;1.2;7;4.3;25.2;;;;0;0;;218;;;;;281;34;3.3;0;351;0;0;-1.8;;;
LUZ;31.07.1988 00:00;18.4;25.5;10.6;17.4;29.3;6.6;68.8;14.3;968.5;1021.1;;;;1.2;5.7;4.3;20.5;;;;0;0;;291;;;;;805;98;4.2;0.1;333;0;0;-4.5;;;
LUZ;01.08.1988 00:00;20.6;27.6;14.1;18.5;30.7;8.7;69.7;16.5;966.1;1018.1;;;;1.1;10.3;4;37.1;;;;0.1;0;;216;;;;;571;70;3.7;2.3;225;0;0;-3.3;;;
LUZ;02.08.1988 00:00;21.8;28.4;15.3;20.6;32.2;10.8;65.7;16.7;963.1;1014.7;;;;1.8;14.7;6.5;52.9;;;;1.1;1.1;;188;;;;;307;38;3.8;3.5;194;0;0;-1.1;;;
LUZ;03.08.1988 00:00;16.6;19.5;12.8;15.7;20;12.4;86.8;16.4;961;1013.5;;;;1.5;8.6;5.4;31;;;;21.3;16.8;;36;;;;;0;0;1.1;0;343;0;0;16.5;;;
LUZ;04.08.1988 00:00;12;13.8;9.6;11.1;13.5;5.4;92;12.9;964.5;1018.1;;;;1.2;6;4.3;21.6;;;;1.2;5.8;;33;;;;;49;6;0.8;0;304;8;0;5.5;;;
LUZ;05.08.1988 00:00;15.4;22.2;9.7;15.4;27.3;5;71.8;12.1;967.4;1020.4;;;;1.2;6.2;4.3;22.3;;;;0;0;;224;;;;;385;47;3.3;0;351;0;0;-2.2;;;
LUZ;06.08.1988 00:00;17.4;25.1;10.5;16.3;29.2;5;71.7;13.9;967.5;1020.2;;;;0.9;5;3.2;18;;;;0;0;;278;;;;;787;97;3.9;0;338;0;0;-3.9;;;
LUZ;07.08.1988 00:00;20.1;27.7;13.1;18.8;32;7.8;70.4;16;965.8;1017.9;;;;1;5.7;3.6;20.5;;;;0;0;;271;;;;;755;93;4.2;1.8;18;0;0;-3.9;;;
LUZ;08.08.1988 00:00;21.3;28.6;14.8;19.8;32.7;9.8;69.4;17.2;963.5;1015.2;;;;0.9;5.7;3.2;20.5;;;;0;0;;230;;;;;641;80;3.8;3;198;0;0;-3.5;;;
LUZ;09.08.1988 00:00;22;27.6;17;20.4;31.6;11.7;67.4;17.4;963.9;1015.5;;;;0.8;5.5;2.9;19.8;;;;0;0;;212;;;;;529;66;3.5;3.7;243;0;0;-3.2;;;
LUZ;10.08.1988 00:00;21.6;28.1;14.7;19.7;31.3;9.2;71.1;18;961.6;1013.2;;;;1.1;5.4;4;19.4;;;;0;0;;245;;;;;717;89;3.9;3.3;225;0;0;-3.6;;;
LUZ;11.08.1988 00:00;21.9;28.4;17.1;21.1;31.2;12.8;73.6;19;962.8;1014.3;;;;1.4;7.1;5;25.6;;;;0.9;0.8;;161;;;;;246;31;3.2;3.6;153;0;0;-0.7;;;
LUZ;12.08.1988 00:00;19.5;27;16.1;18.6;31.5;11.8;84.3;18.9;963.9;1016;;;;1.4;13.2;5;47.5;;;;14.9;10.9;;161;;;;;342;43;3;1.2;191;0;0;9.7;;;
LUZ;13.08.1988 00:00;20.5;25.8;16.8;20.3;30.5;12.8;83.3;19.8;966.3;1018.3;;;;0.7;4.3;2.5;15.5;;;;0.1;4.2;;176;;;;;288;36;2.9;2.2;225;0;0;3.1;;;
LUZ;14.08.1988 00:00;22.3;29.2;16;20.7;32.5;11.1;76.8;20.3;964.2;1015.8;;;;0.8;5.1;2.9;18.4;;;;0;0;;247;;;;;704;89;3.9;4;207;0;0;-2.9;;;
LUZ;15.08.1988 00:00;22.6;28.1;17.7;21;32.7;12.6;72;19.6;964.5;1016;;;;1.3;7.7;4.7;27.7;;;;0;0;;195;;;;;496;63;3.5;4.3;180;0;0;-2.5;;;
LUZ;16.08.1988 00:00;19.6;25.7;15.6;17.4;26.7;10.8;81;18.4;965.3;1017.4;;;;1.3;9.4;4.7;33.8;;;;3.4;3.4;;141;;;;;281;36;2.6;1.3;198;0;0;2.2;;;
LUZ;17.08.1988 00:00;20.1;26.7;14.7;18.7;30.6;9.8;76.4;17.5;967.2;1019.4;;;;1.1;7;4;25.2;;;;0;0;;237;;;;;588;75;3.7;1.8;342;0;0;-2.5;;;
LUZ;18.08.1988 00:00;21.2;28.1;15;19.8;31.9;9.6;72.7;17.8;965;1016.8;;;;1;5.5;3.6;19.8;;;;0;0;;248;;;;;659;85;3.9;2.9;360;0;0;-3.1;;;
LUZ;19.08.1988 00:00;22.9;29.2;16.9;21.5;33.5;11.5;70;19.1;959.8;1011;;;;1.2;5.6;4.3;20.2;;;;2.2;0;;213;;;;;469;61;3.7;4.6;180;0;0;-2.5;;;
LUZ;20.08.1988 00:00;16.3;21;13.1;15.4;18.2;10;89.4;16.6;959.3;1011.8;;;;1.7;12.4;6.1;44.6;;;;14.6;16.8;;30;;;;;7;1;1.1;0;342;0;0;16.6;;;
LUZ;21.08.1988 00:00;15.8;20.3;12.5;15.4;28.1;9.3;72.8;12.8;961.3;1014;;;;1.6;14.4;5.8;51.8;;;;4.9;4.8;;133;;;;;168;22;2.4;0;243;0;0;3.7;;;
LUZ;22.08.1988 00:00;13.1;17.7;11.2;13;19.2;8.7;85.7;12.8;964.7;1018.2;;;;0.9;9;3.2;32.4;;;;5.4;5.3;;91;;;;;33;4;1.6;0;243;0;0;5;;;
LUZ;23.08.1988 00:00;14.6;19.8;10.3;14.5;26.7;5.8;77.2;12.6;965.4;1018.6;;;;1;6.2;3.6;22.3;;;;0;0.2;;176;;;;;247;32;2.5;0;342;0;0;-1;;;
LUZ;24.08.1988 00:00;15;21;9.4;13.8;26.4;4.3;75.6;12.7;959.1;1011.8;;;;0.8;5.8;2.9;20.9;;;;0.7;0;;170;;;;;284;37;2.4;0;315;0;0;-1.4;;;
LUZ;25.08.1988 00:00;13.7;16.4;11.1;12.8;21.3;8.2;73.4;11.5;959.2;1012.2;;;;2.1;13.7;7.6;49.3;;;;5.2;5.9;;94;;;;;102;13;1.9;0;258;0;0;5.1;;;
LUZ;26.08.1988 00:00;13.1;16;8.6;12.2;16.9;4.6;73.3;10.9;964.6;1018;;;;1.3;9.2;4.7;33.1;;;;0;0;;68;;;;;0;0;1.4;0;243;0;0;-0.4;;;
LUZ;27.08.1988 00:00;17.6;24.7;13.2;17.6;29.8;8.9;76;15.1;965.5;1018;;;;1;4.9;3.6;17.6;;;;0;0;;201;;;;;456;61;3;0;207;0;0;-1.9;;;
LUZ;28.08.1988 00:00;19.3;26.7;12.6;18.4;31.1;7.3;80.8;17.8;960.1;1012.1;;;;1;14.9;3.6;53.6;;;;41.1;16.7;;210;;;;;511;69;3.1;1;180;0;0;15;;;
LUZ;29.08.1988 00:00;16.4;19.4;13.1;16.3;21.8;12;93;17.3;961;1013.6;;;;1.1;9.4;4;33.8;;;;9.2;33.6;;59;;;;;1;0;1.1;0;180;0;0;33.4;;;
LUZ;30.08.1988 00:00;15.2;20.3;11.5;15;25.4;6.6;75.9;12.8;964.8;1017.8;;;;1;6.9;3.6;24.8;;;;0;0;;203;;;;;455;62;2.7;0;37;0;0;-1.9;;;
LUZ;31.08.1988 00:00;16.2;22.6;10.1;15.5;26.8;5.1;78.6;14.3;963.7;1016.4;;;;0.7;5.9;2.5;21.2;;;;0;0;;200;;;;;466;64;2.7;0;191;0;0;-1.7;;;
LUZ;01.09.1988 00:00;18;24.7;12.2;17.8;28;8.9;79;16.1;955.3;1007.2;;;;1.4;9.4;5;33.8;;;;18;9.4;;189;;;;;475;65;2.9;0;315;0;0;7.7;;;
LUZ;02.09.1988 00:00;13.4;18.6;10;12.7;23.3;6.8;79.3;12.2;953.6;1006.3;;;;2.5;15.7;9;56.5;;;;4.4;13;;121;;;;;147;20;2.1;0;259;0;0;12.3;;;
LUZ;03.09.1988 00:00;13;16;9.4;12.5;19.8;6.9;76.3;11.4;958.9;1011.9;;;;0.9;7.4;3.2;26.6;;;;0.4;0;;73;;;;;6;1;1.3;0;180;0;0;-0.4;;;
LUZ;04.09.1988 00:00;17.2;23.1;11.6;16.9;26.4;10;82.1;16.1;965.7;1018.3;;;;1.1;7.5;4;27;;;;1.2;1.6;;139;;;;;196;27;2.1;0;210;0;0;0.8;;;
LUZ;05.09.1988 00:00;19.4;24.5;14.3;19.4;27.4;12.1;79;17.6;970.5;1023;;;;1;5.2;3.6;18.7;;;;0;0;;178;;;;;331;46;2.6;1.1;189;0;0;-1.3;;;
LUZ;06.09.1988 00:00;19.7;24.8;15.8;19.1;29.2;11.8;76.1;17.3;972.1;1024.6;;;;1.1;8.5;4;30.6;;;;0;0;;162;;;;;341;47;2.6;1.4;304;0;0;-1.4;;;
LUZ;07.09.1988 00:00;16.4;21.6;11;15.3;25.8;7.2;69.6;12.7;971.7;1024.9;;;;1.7;8.6;6.1;31;;;;0;0;;175;;;;;353;49;2.6;0;349;0;0;-1.8;;;
LUZ;08.09.1988 00:00;13.9;19.7;8.9;13.1;22.8;4.6;80.7;12.8;968.3;1021.8;;;;0.8;4.6;2.9;16.6;;;;0;0;;190;;;;;400;56;2.3;0;342;0;0;-1.3;;;
LUZ;09.09.1988 00:00;16.6;23.6;10.5;15.4;26.8;6;80;14.9;966;1018.7;;;;0.9;5.2;3.2;18.7;;;;0;0;;189;;;;;551;77;2.5;0;135;0;0;-1.7;;;
LUZ;10.09.1988 00:00;17.6;23.9;12.6;16.6;26.9;8.5;79.7;15.8;969.7;1022.5;;;;1.1;6;4;21.6;;;;0;0;;184;;;;;528;74;2.6;0;338;0;0;-1.7;;;
LUZ;11.09.1988 00:00;17.8;22.7;13.3;16.7;25.9;9.2;81.9;16.5;969.8;1022.6;;;;1;5.3;3.6;19.1;;;;0.1;0;;147;;;;;250;35;2.2;0;202;0;0;-0.9;;;
LUZ;12.09.1988 00:00;17.9;21.1;14.7;17.5;24;11.4;74;15.1;965.3;1017.7;;;;1.6;10.9;5.8;39.2;;;;0;0.1;;116;;;;;89;13;2.1;0;297;0;0;-0.5;;;
LUZ;13.09.1988 00:00;12.3;16.3;9.2;11.3;14.4;8.3;79.5;11.2;959.9;1013.2;;;;2.1;10.7;7.6;38.5;;;;8.6;8.6;;31;;;;;0;0;1.3;0;292;0;0;8.3;;;
LUZ;14.09.1988 00:00;9.8;12.1;8.7;9.6;16.3;7;84.7;10.2;962;1015.9;;;;1.2;8.2;4.3;29.5;;;;18.7;5;;74;;;;;49;7;1.2;0;225;10.2;2.2;4.7;;;
LUZ;15.09.1988 00:00;8.7;11.1;6.8;8.4;11.4;6.4;88.6;10;966.4;1020.8;;;;1;7.2;3.6;25.9;;;;3.5;17;;50;;;;;4;1;0.9;0;297;11.3;3.3;16.8;;;
LUZ;16.09.1988 00:00;9.9;13.5;7.3;9.3;16.5;3.2;84;10.2;968.2;1022.4;;;;0.8;5.2;2.9;18.7;;;;0.1;0.3;;70;;;;;78;11;1.1;0;315;10.1;2.1;-0.1;;;
LUZ;17.09.1988 00:00;10.8;14.7;6.6;10.6;17.9;3.7;80.5;10.3;968.8;1022.9;;;;1.2;6.9;4.3;24.8;;;;0;0;;110;;;;;119;17;1.4;0;354;9.2;1.2;-0.6;;;
LUZ;18.09.1988 00:00;12.5;17.5;8.6;12.3;21.1;3.8;76.2;10.9;972.5;1026.5;;;;1.5;8.7;5.4;31.3;;;;0;0;;144;;;;;284;42;1.9;0;355;0;0;-1.1;;;
LUZ;19.09.1988 00:00;13.6;18.1;9.5;13.3;21.5;5.6;80;12.4;975.3;1029.2;;;;1;5.2;3.6;18.7;;;;0;0;;116;;;;;116;17;1.6;0;342;0;0;-0.6;;;
LUZ;20.09.1988 00:00;13.6;15.5;12.4;13.5;16.9;12;83.4;13;971.9;1025.6;;;;0.9;3.8;3.2;13.7;;;;0;0;;43;;;;;0;0;1;0;8;0;0;-0.2;;;
LUZ;21.09.1988 00:00;14.6;19.2;10.6;13.8;22.7;6.2;82.5;13.6;965;1018.1;;;;1;4.8;3.6;17.3;;;;0;0;;154;;;;;354;53;1.9;0;270;0;0;-1;;;
LUZ;22.09.1988 00:00;14.7;20.3;10;13.1;23.6;4.7;82.3;13.6;960.9;1013.8;;;;1.3;5.3;4.7;19.1;;;;2.4;0;;170;;;;;528;79;2.1;0;315;0;0;-1.3;;;
