"jahr";"gnr";"gemeinde";"partei";"partei_kurz";"sex";"kand_status";"gewaehlt";"stand";"record_id"
"2024";"1083";"Buttisholz";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";681
"2024";"1083";"Buttisholz";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";682
"2024";"1083";"Buttisholz";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";683
"2024";"1084";"Eich";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";684
"2024";"1084";"Eich";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";685
"2024";"1084";"Eich";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";686
"2024";"1084";"Eich";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";687
"2024";"1084";"Eich";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";688
"2024";"1085";"Geuensee";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";689
"2024";"1085";"Geuensee";"FDP";"FDP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";690
"2024";"1085";"Geuensee";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";691
"2024";"1085";"Geuensee";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";692
"2024";"1085";"Geuensee";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";693
"2024";"1085";"Geuensee";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";694
"2024";"1085";"Geuensee";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";695
"2024";"1086";"Grosswangen";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";696
"2024";"1086";"Grosswangen";"Die Mitte";"Mitte";"m";"bisher";"nein";"Nach 1. und 2. Wahlgang";697
"2024";"1086";"Grosswangen";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";698
"2024";"1086";"Grosswangen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";699
"2024";"1086";"Grosswangen";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";700
"2024";"1086";"Grosswangen";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";701
"2024";"1086";"Grosswangen";"Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";702
"2024";"1088";"Hildisrieden";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";703
"2024";"1088";"Hildisrieden";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";704
"2024";"1088";"Hildisrieden";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";705
"2024";"1088";"Hildisrieden";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";706
"2024";"1088";"Hildisrieden";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";707
"2024";"1089";"Knutwil";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";708
"2024";"1089";"Knutwil";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";709
"2024";"1089";"Knutwil";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";710
"2024";"1089";"Knutwil";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";711
"2024";"1089";"Knutwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";712
"2024";"1091";"Mauensee";"GLP";"GLP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";713
"2024";"1091";"Mauensee";"Parteilos";"parteilos";"f";"bisher";"nein";"Nach 1. und 2. Wahlgang";714
"2024";"1091";"Mauensee";"Parteilos";"parteilos";"f";"bisher";"nein";"Nach 1. und 2. Wahlgang";715
"2024";"1091";"Mauensee";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";716
"2024";"1091";"Mauensee";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";717
"2024";"1091";"Mauensee";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";718
"2024";"1091";"Mauensee";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";719
"2024";"1093";"Neuenkirch";;"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";720
"2024";"1093";"Neuenkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";721
"2024";"1093";"Neuenkirch";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";722
"2024";"1093";"Neuenkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";723
"2024";"1093";"Neuenkirch";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";724
"2024";"1094";"Nottwil";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";725
"2024";"1094";"Nottwil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";726
"2024";"1094";"Nottwil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";727
"2024";"1094";"Nottwil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";728
"2024";"1094";"Nottwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";729
"2024";"1095";"Oberkirch";"FDP.Die Liberalen";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";730
"2024";"1095";"Oberkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";731
"2024";"1095";"Oberkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";732
"2024";"1095";"Oberkirch";"FDP.Die Liberalen";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";733
"2024";"1095";"Oberkirch";"Nachhaltiges Oberkirch";"Andere";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";734
"2024";"1097";"Rickenbach";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";735
"2024";"1097";"Rickenbach";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";736
"2024";"1097";"Rickenbach";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";737
"2024";"1097";"Rickenbach";"parteilos";"parteilos";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";738
"2024";"1097";"Rickenbach";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";739
"2024";"1098";"Ruswil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";740
"2024";"1098";"Ruswil";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";741
"2024";"1098";"Ruswil";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";742
"2024";"1098";"Ruswil";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";743
"2024";"1098";"Ruswil";"SP";"SP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";744
"2024";"1098";"Ruswil";"FDP";"FDP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";745
"2024";"1099";"Schenkon";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";746
"2024";"1099";"Schenkon";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";747
"2024";"1099";"Schenkon";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";748
"2024";"1099";"Schenkon";"die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";749
"2024";"1099";"Schenkon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";750
"2024";"1100";"Schlierbach";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";751
"2024";"1100";"Schlierbach";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";752
"2024";"1100";"Schlierbach";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";753
"2024";"1102";"Sempach";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";754
"2024";"1102";"Sempach";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";755
"2024";"1102";"Sempach";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";756
"2024";"1102";"Sempach";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";757
"2024";"1102";"Sempach";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";758
"2024";"1103";"Sursee";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";759
"2024";"1103";"Sursee";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";760
"2024";"1103";"Sursee";"Die Mitte";"Mitte";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";761
"2024";"1103";"Sursee";"Grüne";"Grüne";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";762
"2024";"1103";"Sursee";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";763
"2024";"1103";"Sursee";"SP";"SP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";764
"2024";"1104";"Triengen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";765
"2024";"1104";"Triengen";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";766
"2024";"1104";"Triengen";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";767
"2024";"1104";"Triengen";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";768
"2024";"1104";"Triengen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";769
"2024";"1107";"Wolhusen";"SP";"SP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";770
"2024";"1107";"Wolhusen";"Parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";771
"2024";"1107";"Wolhusen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";772
"2024";"1107";"Wolhusen";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";773
"2024";"1107";"Wolhusen";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";774
"2024";"1107";"Wolhusen";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";775
"2024";"1121";"Alberswil";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";776
"2024";"1121";"Alberswil";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";777
"2024";"1121";"Alberswil";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";778
"2024";"1122";"Altbüron";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";779
"2024";"1122";"Altbüron";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";780
"2024";"1122";"Altbüron";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";781
"2024";"1122";"Altbüron";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";782
"2024";"1122";"Altbüron";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";783
"2024";"1122";"Altbüron";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";784
"2024";"1123";"Altishofen";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";785
"2024";"1123";"Altishofen";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";786
"2024";"1123";"Altishofen";"die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";787
"2024";"1123";"Altishofen";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";788
"2024";"1123";"Altishofen";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";789
"2024";"1125";"Dagmersellen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";790
"2024";"1125";"Dagmersellen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";791
"2024";"1125";"Dagmersellen";"FDP.Die Liberalen";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";792
"2024";"1125";"Dagmersellen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";793
"2024";"1125";"Dagmersellen";"FDP.Die Liberalen";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";794
"2024";"1127";"Egolzwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";795
"2024";"1127";"Egolzwil";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";796
"2024";"1127";"Egolzwil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";797
"2024";"1127";"Egolzwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";798
"2024";"1127";"Egolzwil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";799
"2024";"1128";"Ettiswil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";800
"2024";"1128";"Ettiswil";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";801
"2024";"1128";"Ettiswil";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";802
"2024";"1128";"Ettiswil";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";803
"2024";"1128";"Ettiswil";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";804
"2024";"1129";"Fischbach";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";805
"2024";"1129";"Fischbach";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";806
"2024";"1129";"Fischbach";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";807
"2024";"1131";"Grossdietwil";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";808
"2024";"1131";"Grossdietwil";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";809
"2024";"1131";"Grossdietwil";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";810
"2024";"1131";"Grossdietwil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";811
"2024";"1131";"Grossdietwil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";812
"2024";"1132";"Hergiswil";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";813
"2024";"1132";"Hergiswil";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";814
"2024";"1132";"Hergiswil";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";815
"2024";"1132";"Hergiswil";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";816
"2024";"1132";"Hergiswil";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";817
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";818
"2024";"1135";"Luthern";;"parteilos";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";819
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";820
"2024";"1135";"Luthern";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";821
"2024";"1135";"Luthern";;"parteilos";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";822
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";823
"2024";"1135";"Luthern";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";824
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";825
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";826
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";827
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";828
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";829
"2024";"1135";"Luthern";;"parteilos";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";830
"2024";"1135";"Luthern";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";831
"2024";"1135";"Luthern";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";832
"2024";"1135";"Luthern";;"parteilos";"m";"bisher";"nein";"Nach 1. und 2. Wahlgang";833
"2024";"1136";"Menznau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";834
"2024";"1136";"Menznau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";835
"2024";"1136";"Menznau";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";836
"2024";"1136";"Menznau";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";837
"2024";"1136";"Menznau";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";838
"2024";"1136";"Menznau";"FDP.Die Liberalen";"FDP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";839
"2024";"1136";"Menznau";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";840
"2024";"1137";"Nebikon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";841
"2024";"1137";"Nebikon";"FDP";"FDP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";842
"2024";"1137";"Nebikon";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";843
"2024";"1137";"Nebikon";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";844
"2024";"1137";"Nebikon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";845
"2024";"1137";"Nebikon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";846
"2024";"1139";"Pfaffnau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";847
"2024";"1139";"Pfaffnau";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";848
"2024";"1139";"Pfaffnau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";849
"2024";"1139";"Pfaffnau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";850
"2024";"1139";"Pfaffnau";"Parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";851
"2024";"1140";"Reiden";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";852
"2024";"1140";"Reiden";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";853
"2024";"1140";"Reiden";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";854
"2024";"1140";"Reiden";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";855
"2024";"1140";"Reiden";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";856
"2024";"1142";"Roggliswil";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";857
"2024";"1142";"Roggliswil";"parteilos";"parteilos";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";858
"2024";"1142";"Roggliswil";"die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";859
"2024";"1142";"Roggliswil";"parteilos";"parteilos";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";860
"2024";"1142";"Roggliswil";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";861
"2024";"1143";"Schötz";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";862
"2024";"1143";"Schötz";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";863
"2024";"1143";"Schötz";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";864
"2024";"1143";"Schötz";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";865
"2024";"1143";"Schötz";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";866
"2024";"1145";"Ufhusen";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";867
"2024";"1145";"Ufhusen";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";868
"2024";"1145";"Ufhusen";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";869
"2024";"1145";"Ufhusen";"parteilos";"parteilos";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";870
"2024";"1145";"Ufhusen";;"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";871
"2024";"1145";"Ufhusen";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";872
"2024";"1145";"Ufhusen";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";873
"2024";"1146";"Wauwil";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";874
"2024";"1146";"Wauwil";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";875
"2024";"1146";"Wauwil";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";876
"2024";"1146";"Wauwil";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";877
"2024";"1146";"Wauwil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";878
"2024";"1146";"Wauwil";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";879
"2024";"1146";"Wauwil";"parteilos";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";880
"2024";"1147";"Wikon";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";881
"2024";"1147";"Wikon";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";882
"2024";"1147";"Wikon";"Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";883
"2024";"1147";"Wikon";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";884
"2024";"1147";"Wikon";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";885
"2024";"1150";"Zell";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";886
"2024";"1150";"Zell";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";887
"2024";"1150";"Zell";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";888
"2024";"1150";"Zell";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";889
"2024";"1150";"Zell";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";890
"2024";"1151";"Willisau";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";891
"2024";"1151";"Willisau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";892
"2024";"1151";"Willisau";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";893
"2024";"1151";"Willisau";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";894
"2024";"1151";"Willisau";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";895
"2024";"1151";"Willisau";"SP";"SP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";896
