"jahr";"gnr";"gemeinde";"partei";"partei_kurz";"sex";"kand_status";"gewaehlt";"stand";"record_id"
"2020";"1150";"Zell";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";443
"2020";"1150";"Zell";"CVP";"CVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";444
"2020";"1151";"Willisau";"CVP";"CVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";445
"2020";"1151";"Willisau";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";446
"2020";"1151";"Willisau";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";447
"2020";"1151";"Willisau";"CVP";"CVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";448
"2020";"1151";"Willisau";"SP";"SP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";449
"2024";"1001";"Doppleschwand";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";450
"2024";"1001";"Doppleschwand";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";451
"2024";"1001";"Doppleschwand";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";452
"2024";"1002";"Entlebuch";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";453
"2024";"1002";"Entlebuch";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";454
"2024";"1002";"Entlebuch";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";455
"2024";"1002";"Entlebuch";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";456
"2024";"1002";"Entlebuch";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";457
"2024";"1002";"Entlebuch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";458
"2024";"1004";"Flühli";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";459
"2024";"1004";"Flühli";"-";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";460
"2024";"1004";"Flühli";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";461
"2024";"1004";"Flühli";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";462
"2024";"1004";"Flühli";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";463
"2024";"1005";"Hasle";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";464
"2024";"1005";"Hasle";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";465
"2024";"1005";"Hasle";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";466
"2024";"1005";"Hasle";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";467
"2024";"1005";"Hasle";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";468
"2024";"1007";"Romoos";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";469
"2024";"1007";"Romoos";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";470
"2024";"1007";"Romoos";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";471
"2024";"1008";"Schüpfheim";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";472
"2024";"1008";"Schüpfheim";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";473
"2024";"1008";"Schüpfheim";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";474
"2024";"1008";"Schüpfheim";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";475
"2024";"1008";"Schüpfheim";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";476
"2024";"1009";"Werthenstein";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";477
"2024";"1009";"Werthenstein";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";478
"2024";"1009";"Werthenstein";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";479
"2024";"1009";"Werthenstein";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";480
"2024";"1009";"Werthenstein";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";481
"2024";"1010";"Escholzmatt-Marbach";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";482
"2024";"1010";"Escholzmatt-Marbach";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";483
"2024";"1010";"Escholzmatt-Marbach";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";484
"2024";"1010";"Escholzmatt-Marbach";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";485
"2024";"1010";"Escholzmatt-Marbach";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";486
"2024";"1021";"Aesch";"keine";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";487
"2024";"1021";"Aesch";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";488
"2024";"1021";"Aesch";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";489
"2024";"1021";"Aesch";"keine";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";490
"2024";"1021";"Aesch";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";491
"2024";"1023";"Ballwil";"SVP";"SVP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";492
"2024";"1023";"Ballwil";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";493
"2024";"1023";"Ballwil";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";494
"2024";"1023";"Ballwil";"Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";495
"2024";"1023";"Ballwil";"Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";496
"2024";"1024";"Emmen";"SP";"SP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";497
"2024";"1024";"Emmen";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";498
"2024";"1024";"Emmen";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";499
"2024";"1024";"Emmen";"GLP";"GLP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";500
"2024";"1024";"Emmen";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";501
"2024";"1024";"Emmen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";502
"2024";"1024";"Emmen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";503
"2024";"1024";"Emmen";"FeE";"Andere";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";504
"2024";"1025";"Ermensee";"parteilos";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";505
"2024";"1025";"Ermensee";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";506
"2024";"1025";"Ermensee";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";507
"2024";"1025";"Ermensee";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";508
"2024";"1025";"Ermensee";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";509
"2024";"1025";"Ermensee";"parteilos";"parteilos";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";510
"2024";"1026";"Eschenbach";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";511
"2024";"1026";"Eschenbach";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";512
"2024";"1026";"Eschenbach";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";513
"2024";"1026";"Eschenbach";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";514
"2024";"1026";"Eschenbach";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";515
"2024";"1030";"Hitzkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";516
"2024";"1030";"Hitzkirch";"FDP";"FDP";"m";"bisher";"nein";"Nach 1. und 2. Wahlgang";517
"2024";"1030";"Hitzkirch";"Parteilos";"parteilos";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";518
"2024";"1030";"Hitzkirch";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";519
"2024";"1030";"Hitzkirch";"SP";"SP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";520
"2024";"1030";"Hitzkirch";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";521
"2024";"1031";"Hochdorf";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";522
"2024";"1031";"Hochdorf";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";523
"2024";"1031";"Hochdorf";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";524
"2024";"1031";"Hochdorf";"SP";"SP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";525
"2024";"1031";"Hochdorf";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";526
"2024";"1031";"Hochdorf";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";527
"2024";"1032";"Hohenrain";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";528
"2024";"1032";"Hohenrain";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";529
"2024";"1032";"Hohenrain";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";530
"2024";"1032";"Hohenrain";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";531
"2024";"1032";"Hohenrain";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";532
"2024";"1033";"Inwil";"die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";533
"2024";"1033";"Inwil";"die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";534
"2024";"1033";"Inwil";"die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";535
"2024";"1033";"Inwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";536
"2024";"1033";"Inwil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";537
"2024";"1037";"Rain";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";538
"2024";"1037";"Rain";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";539
"2024";"1037";"Rain";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";540
"2024";"1037";"Rain";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";541
"2024";"1037";"Rain";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";542
"2024";"1039";"Römerswil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";543
"2024";"1039";"Römerswil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";544
"2024";"1039";"Römerswil";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";545
"2024";"1039";"Römerswil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";546
"2024";"1039";"Römerswil";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";547
"2024";"1040";"Rothenburg";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";548
"2024";"1040";"Rothenburg";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";549
"2024";"1040";"Rothenburg";"Parteifrei";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";550
"2024";"1040";"Rothenburg";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";551
"2024";"1040";"Rothenburg";"GLP";"GLP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";552
"2024";"1040";"Rothenburg";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";553
"2024";"1040";"Rothenburg";"SP";"SP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";554
"2024";"1041";"Schongau";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";555
"2024";"1041";"Schongau";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";556
"2024";"1041";"Schongau";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";557
"2024";"1041";"Schongau";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";558
"2024";"1041";"Schongau";"Parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";559
"2024";"1051";"Adligenswil";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";560
"2024";"1051";"Adligenswil";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";561
"2024";"1051";"Adligenswil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";562
"2024";"1051";"Adligenswil";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";563
"2024";"1051";"Adligenswil";"SP";"SP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";564
"2024";"1052";"Buchrain";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";565
"2024";"1052";"Buchrain";"SP";"SP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";566
"2024";"1052";"Buchrain";"parteilos";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";567
"2024";"1052";"Buchrain";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";568
"2024";"1052";"Buchrain";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";569
"2024";"1052";"Buchrain";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";570
"2024";"1053";"Dierikon";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";571
"2024";"1053";"Dierikon";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";572
"2024";"1053";"Dierikon";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";573
"2024";"1053";"Dierikon";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";574
"2024";"1053";"Dierikon";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";575
"2024";"1054";"Ebikon";"parteiunabhängig";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";576
"2024";"1054";"Ebikon";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";577
"2024";"1054";"Ebikon";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";578
"2024";"1054";"Ebikon";"parteilos";"parteilos";"m";"bisher";"nein";"Nach 1. und 2. Wahlgang";579
"2024";"1054";"Ebikon";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";580
"2024";"1054";"Ebikon";"SP";"SP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";581
"2024";"1054";"Ebikon";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";582
"2024";"1054";"Ebikon";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";583
"2024";"1055";"Gisikon";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";584
"2024";"1055";"Gisikon";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";585
"2024";"1055";"Gisikon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";586
"2024";"1055";"Gisikon";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";587
"2024";"1055";"Gisikon";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";588
"2024";"1056";"Greppen";"IG Grepp";"Andere";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";589
"2024";"1056";"Greppen";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";590
"2024";"1056";"Greppen";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";591
"2024";"1056";"Greppen";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";592
"2024";"1056";"Greppen";"IG Grepp";"Andere";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";593
"2024";"1056";"Greppen";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";594
"2024";"1056";"Greppen";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";595
"2024";"1058";"Horw";"SVP";"SVP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";596
"2024";"1058";"Horw";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";597
"2024";"1058";"Horw";"L20";"Andere";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";598
"2024";"1058";"Horw";"L20";"Andere";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";599
"2024";"1058";"Horw";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";600
"2024";"1058";"Horw";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";601
"2024";"1059";"Kriens";"SP";"SP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";602
"2024";"1059";"Kriens";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";603
"2024";"1059";"Kriens";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";604
"2024";"1059";"Kriens";"Grüne";"Grüne";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";605
"2024";"1059";"Kriens";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";606
"2024";"1061";"Luzern";"Junge Mitte";"Mitte";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";607
"2024";"1061";"Luzern";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";608
"2024";"1061";"Luzern";"junge GLP";"GLP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";609
"2024";"1061";"Luzern";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";610
"2024";"1061";"Luzern";"Grüne";"Grüne";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";611
"2024";"1061";"Luzern";"Parteilos";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";612
"2024";"1061";"Luzern";"Junge Grüne";"Grüne";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";613
"2024";"1061";"Luzern";"SP";"SP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";614
"2024";"1061";"Luzern";"Jungfreisinnige";"FDP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";615
"2024";"1061";"Luzern";"Juso";"SP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";616
"2024";"1061";"Luzern";"GLP";"GLP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";617
"2024";"1061";"Luzern";"SVP";"SVP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";618
"2024";"1061";"Luzern";"SP";"SP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";619
"2024";"1062";"Malters";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";620
"2024";"1062";"Malters";"FDP";"FDP";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";621
"2024";"1062";"Malters";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";622
"2024";"1062";"Malters";"IGM";"Andere";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";623
"2024";"1062";"Malters";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";624
"2024";"1062";"Malters";"SVP";"SVP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";625
"2024";"1063";"Meggen";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";626
"2024";"1063";"Meggen";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";627
"2024";"1063";"Meggen";"-";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";628
"2024";"1063";"Meggen";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";629
"2024";"1063";"Meggen";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";630
"2024";"1063";"Meggen";"Die Mitte";"Mitte";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";631
"2024";"1063";"Meggen";"glp";"GLP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";632
"2024";"1063";"Meggen";"SVP";"SVP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";633
"2024";"1063";"Meggen";"SP";"SP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";634
"2024";"1064";"Meierskappel";"SVP";"SVP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";635
"2024";"1064";"Meierskappel";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";636
"2024";"1064";"Meierskappel";"GLP";"GLP";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";637
"2024";"1064";"Meierskappel";"parteilos";"parteilos";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";638
"2024";"1064";"Meierskappel";"parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";639
"2024";"1064";"Meierskappel";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";640
"2024";"1065";"Root";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";641
"2024";"1065";"Root";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";642
"2024";"1065";"Root";"Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";643
"2024";"1065";"Root";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";644
"2024";"1065";"Root";"parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";645
"2024";"1066";"Schwarzenberg";"Parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";646
"2024";"1066";"Schwarzenberg";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";647
"2024";"1066";"Schwarzenberg";"FDP.Die Liberalen";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";648
"2024";"1066";"Schwarzenberg";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";649
"2024";"1066";"Schwarzenberg";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";650
"2024";"1067";"Udligenswil";"ohne";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";651
"2024";"1067";"Udligenswil";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";652
"2024";"1067";"Udligenswil";"FDP";"FDP";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";653
"2024";"1067";"Udligenswil";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";654
"2024";"1067";"Udligenswil";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";655
"2024";"1068";"Vitznau";"Parteilos";"parteilos";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";656
"2024";"1068";"Vitznau";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";657
"2024";"1068";"Vitznau";"Parteilos";"parteilos";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";658
"2024";"1068";"Vitznau";"Parteilos";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";659
"2024";"1068";"Vitznau";"Die Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";660
"2024";"1069";"Weggis";"Roger Dähler - unser Gemeindepräsident";"parteilos";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";661
"2024";"1069";"Weggis";"FDP.Die Liberalen";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";662
"2024";"1069";"Weggis";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";663
"2024";"1069";"Weggis";"FDP.Die Liberalen";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";664
"2024";"1069";"Weggis";"Parteilos und Fraktionslos";"parteilos";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";665
"2024";"1069";"Weggis";"Die Mitte";"Mitte";"m";"neu";"nein";"Nach 1. und 2. Wahlgang";666
"2024";"1069";"Weggis";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";667
"2024";"1081";"Beromünster";"Mitte";"Mitte";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";668
"2024";"1081";"Beromünster";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";669
"2024";"1081";"Beromünster";"Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";670
"2024";"1081";"Beromünster";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";671
"2024";"1081";"Beromünster";"SP";"SP";"f";"neu";"nein";"Nach 1. und 2. Wahlgang";672
"2024";"1081";"Beromünster";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";673
"2024";"1082";"Büron";"FDP";"FDP";"m";"neu";"ja";"Nach 1. und 2. Wahlgang";674
"2024";"1082";"Büron";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";675
"2024";"1082";"Büron";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";676
"2024";"1082";"Büron";"Die Mitte";"Mitte";"f";"neu";"ja";"Nach 1. und 2. Wahlgang";677
"2024";"1082";"Büron";"Die Mitte";"Mitte";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";678
"2024";"1083";"Buttisholz";"FDP";"FDP";"m";"bisher";"ja";"Nach 1. und 2. Wahlgang";679
"2024";"1083";"Buttisholz";"Die Mitte";"Mitte";"f";"bisher";"ja";"Nach 1. und 2. Wahlgang";680
